subset,gridid,expansion_rate_n_mn,expansion_rate_area_mn,expansion_rate_n_se,expansion_rate_area_se,forest_px_sum,dist_px_sum,rate
total,877,0.8001510253708407,0.9236988127045906,0.010260509734378722,0.005287881345105936,2890976.25,39496.135679587336,0.01366186791731247
total,878,0.797080732602142,0.9397246698737268,0.009689700842338613,0.004008462086975378,7322520,122087.01931527944,0.01667281472980332
total,879,0.7787629821025804,0.9511542476056826,0.016999560494706724,0.004736825762303845,3760888.25,70933.72298177083,0.01886089622093154
total,882,0.7378737830604474,0.8736860390433394,0.0072294993348453645,0.009413427302052592,1148065.125,12125.454824594352,0.01056164372608596
total,883,0.7242804254266805,0.8389589351069416,0.0061135400982820194,0.00569076066233056,4187185,40816.24509214744,0.00974789628166595
total,884,0.6780744275409636,0.8150108365574599,0.011590002065387042,0.006965968302672086,3307864.25,31892.98182091346,0.00964156307832567
total,885,0.6639796810793019,0.7963942069647053,0.012304618640439514,0.010345452622071595,4809547.5,41450.70119065505,0.0086184201716804
total,886,0.6422006536245661,0.7956765086309083,0.0076650685009079745,0.015737667441884387,4783633.5,35967.892578125,0.00751894821752648
total,887,0.702242829411453,0.8477298588704144,0.018460166943349857,0.011746385937554655,6302848.5,61661.761518429485,0.0097831578084781
total,888,0.6849272073497693,0.7902008662339118,0.012266389197630416,0.013454578037490466,5102116,47274.1760566907,0.00926560196920076
total,889,0.6279554202919978,0.7900550356145383,0.02203359228754885,0.019477245285000444,745217,5553.108119866787,0.00745166591726542
total,904,0.5100705761420047,0.650650735923248,0.07042739607567065,0.10894629010144866,25348.1171875,333.7524185486329,0.01316675380975504
total,905,0.5884594914800612,0.8133130010719097,0.025695797378479258,0.015822914398930184,1335608.25,14738.844298533904,0.01103530492457942
total,913,0.8469456400567402,0.9536803696476713,0.02150230526767715,0.005734978452484076,136833.859375,3058.607950846354,0.02235271273365232
total,914,0.8110115245763978,0.9124428071560786,0.012592020028896792,0.006110619479417849,650734.75,9142.631848457531,0.0140497058877792
total,915,0.7922314791713825,0.9006494212957774,0.02382005049900139,0.014830829528446185,364462.09375,4866.539588341346,0.01335266320365132
total,916,0.8137867682283579,0.9378042454889075,0.007692014073680467,0.0052093794586683985,7201448.5,116698.35326522436,0.01620484452054671
total,917,0.822028656620471,0.9453297472712144,0.004415083399146865,0.003476457700138205,8682630,144257.27473958334,0.01661446759099297
total,918,0.7743412719232364,0.9460937289265836,0.013133763984226039,0.0046782698178926985,7836867.5,150899.88701923078,0.01925512802394972
total,919,0.8025125491723784,0.9020960899226546,0.011648683461581242,0.014357962855665629,826542.125,10662.527299929889,0.01290016198500456
total,920,0.8163088654381383,0.9085538284489846,0.019398623689539714,0.017954043817800875,201862.140625,3184.5171399238784,0.01577570281412881
total,921,0.7765756272978821,0.9195101330339962,0.006078710160925572,0.0059057922857135205,2173193,33155.267578125,0.01525647633602952
total,922,0.7573318035268104,0.9043249166918119,0.007105441995199739,0.008078156546921266,5685224,79803.13161057692,0.0140369370864854
total,923,0.7263242313660416,0.8820150750158149,0.006725574485793347,0.008396965268431004,4237641,55230.66846955128,0.01303335239336019
total,924,0.735599497269955,0.8878026451954206,0.006372257729114153,0.007387372388618128,6138029.5,78991.69811698717,0.01286922751299699
total,925,0.6838676587287542,0.8308767632693557,0.011094240985016527,0.008799615040473382,5688418.5,62134.97092848558,0.01092306603821177
total,926,0.6981259788716172,0.8303595578929522,0.027404842582002445,0.022036457978596914,4721931.5,53076.63328826122,0.01124044965249098
total,927,0.6793016538316757,0.757357060268694,0.026756787500097256,0.02324698630595018,4064788.75,46447.8464042468,0.01142687831052642
total,928,0.6799134773272704,0.7287322253847857,0.04812885308870488,0.05661807717427419,9578.4248046875,116.0158608754476,0.01211220667710118
total,943,0.4141139320449665,0.5394137678662806,0.07008637083537089,0.04504247285501669,3009.658447265625,11.974358974358974,0.00397864381761926
total,944,0.6263168004741934,0.8048663457999037,0.027706774350765916,0.017033279189525224,353870.375,2750.3074235182544,0.0077720759289846
total,951,0.7595008784952373,0.8523881593230608,0.026895630964725817,0.012918104186028291,1259267,8748.210225423178,0.00694706541616923
total,952,0.6580694189178092,0.8125040193207953,0.020241002279875405,0.01296058351673682,5445463.5,41768.340394631414,0.00767030031412962
total,953,0.7078105176979874,0.8682334996864771,0.009822672971701587,0.003255968249483708,576938.8125,5338.664212740385,0.0092534322480521
total,954,0.8188937468689553,0.9231634726199153,0.013312010071153128,0.005373000521027083,1843522.125,25031.57677283654,0.01357812658355621
total,955,0.8056038653764079,0.9271263899889041,0.009067059165216934,0.004523222893594277,6033252,91403.65980568912,0.01514998210014915
total,956,0.810375297313027,0.9330198115160979,0.008556001433049812,0.005054123470597502,5995774.5,95384.02579126605,0.01590854122203329
total,957,0.7971571792807247,0.9373971968392885,0.011411034241549066,0.005515170306638547,6587466,121199.9005408654,0.01839856183559283
total,958,0.8286120226625804,0.905357841010453,0.012828943853884705,0.015421823564537966,439915.6875,4976.483567457933,0.01131235759228961
total,959,0.8532192124911625,0.9232935477206755,0.01822740357083677,0.01010610787491951,573126.625,7180.968574719552,0.01252946253320468
total,960,0.7800287743956191,0.9148797162644435,0.010489492099517196,0.00667563471092075,897396.25,12015.76420397636,0.01338958593149499
total,961,0.7863494210563329,0.9196395007096265,0.009824004527750084,0.008922387220255245,2938679.5,42428.02766863505,0.01443778665507247
total,962,0.7434936176853831,0.8927699952695725,0.007841340554614757,0.008711256885374417,4427690.5,66364.45825821314,0.01498850433611227
total,963,0.7541217335827339,0.8921768618247168,0.0047778334146588355,0.003781951982990445,7634490,101636.61790427184,0.0133128235028498
total,964,0.7326497334076874,0.868941972295036,0.005525504515178552,0.004706595717746355,4092538.5,51604.72226186899,0.01260946531397786
total,983,0.6789937850140056,0.7631436810232013,0.05685612482949657,0.07257220101843802,22512.1328125,124.79725510034804,0.00554355538587857
total,984,0.6494172692581252,0.8899165819468677,0.04074880590918515,0.022808347290130895,386373.5,5795.7208251953125,0.01500030624562842
total,985,0.7084616100745134,0.92945172724822,0.05216788518161492,0.039595317829968626,52900.6015625,1022.3387725047576,0.01932565495114274
total,990,0.7112677909684204,0.8554166583486812,0.030953028224555992,0.022898109782156686,2121828.75,19206.603177584133,0.00905191014005448
total,991,0.6578443842739476,0.8102555634452798,0.03374632190990036,0.012671525131607256,4448102.5,42059.434870793266,0.00945559030413379
total,992,0.6858658543192305,0.8137544758754863,0.02374029488236054,0.008651293318135638,6990952,54608.696364182695,0.00781133905141713
total,993,0.7805803556366079,0.9125685585910085,0.020398161439615446,0.008639556153368025,4941173.5,67823.28370392628,0.01372614900163418
total,994,0.7781068413304094,0.911303684399667,0.013261172946724211,0.006282652502300782,5042456.5,70063.06410256411,0.01389462935427685
total,995,0.7812972720830149,0.9319169299642577,0.012183167991004223,0.004250189633265838,6550750.5,110211.65324519233,0.01682427887387747
total,996,0.7305701299223587,0.9181358396267554,0.018839849727821874,0.007166052421136583,6898604,117738.34354967948,0.01706698102249085
total,997,0.7026852852166183,0.8753809798344628,0.018074303399018703,0.0061722526720766595,2046530.125,23682.581931089742,0.01157206612391779
total,999,0.7624952541439555,0.8625472133182381,0.023234671129383478,0.018736006659939426,747899.75,9024.068889911356,0.01206588034012761
total,1000,0.7025766920051897,0.8242658468665908,0.019073678645031684,0.016146944065058174,3325185.75,37899.008713942305,0.01139756138854567
total,1001,0.747715921347867,0.8920079357539498,0.008310775574661542,0.010145375753859171,6254654,84884.75575921475,0.01357145507316867
total,1002,0.7270452576562796,0.8817162789676184,0.005818146992534949,0.007658858504280065,6723980.5,89683.34104567308,0.0133378347908167
total,1003,0.7652710342278994,0.9133752768832168,0.00761118307186741,0.009471434011429608,1014855.1875,16203.6671486879,0.01596648206391308
total,1029,0.6643682586689349,0.8285735622796934,0.020415047832669845,0.030104175547631486,2906226.75,23027.639466897035,0.00792355223724268
total,1030,0.6002916686588862,0.7284598246144025,0.029334284917820648,0.016104504356220867,1029521.1875,6960.030515230619,0.00676045388840588
total,1031,0.6671605670275319,0.8119484762423754,0.019047851789474015,0.0072509875674172,7802932,63984.864903914626,0.00820010540959662
total,1032,0.7791441267609653,0.9003596871575086,0.014649781443359686,0.007636304929498629,7726665,94005.4334435096,0.0121663658827592
total,1033,0.7733392292729421,0.9181385854895716,0.011908701407438303,0.007265898408122043,9142541,127419.20753205128,0.01393695773768488
total,1034,0.7544616870178383,0.9210834491865784,0.009120677838332853,0.005222824748739716,9431136,149595.8629306891,0.01586191344613089
total,1035,0.7478226002960909,0.9004101263827204,0.01799730390829003,0.007185967995772767,6865626,104029.70883569962,0.01515225397300983
total,1036,0.7543706722161768,0.904775620861674,0.02000681983982866,0.007777137649740839,5275552,77417.53871193911,0.01467477502106682
total,1037,0.7713987057768575,0.907633797753262,0.025237779856132098,0.013960815406616828,88777.140625,1522.6907004331931,0.01715183311507103
total,1038,0.776414862765154,0.8694935077193983,0.03960942575556135,0.03236403091682083,3033.74267578125,48.94910188515981,0.01613488918355754
total,1039,0.7041226166225018,0.82275873850325,0.020234164706419155,0.017969469179404358,2159301.75,22066.923189603367,0.01021947172950856
total,1040,0.7278038339398475,0.8783352757895393,0.012539098635623103,0.015254528436238295,6421023.5,85339.87204527244,0.01329069610869239
total,1041,0.7324276515419976,0.9001987233308727,0.005998888646939025,0.008707356758779015,5653853.5,82695.73853165064,0.01462643815083829
total,1042,0.8050348447454092,0.9509325045937383,0.01971029194279185,0.014423841205730155,196.8076629638672,3.35351403344136,0.01703955010154786
total,1064,0.6987692447628727,0.8933662743226073,0.04871703305775555,0.018546936380268775,152091.5,4310.74358974359,0.02834309339932599
total,1068,0.7547214314197307,0.887022201931608,0.011356831999630829,0.010072543372798946,2844588.75,26832.940817808492,0.00943297719848202
total,1069,0.5954353710426344,0.7228356012222183,0.03133671627507641,0.04019245778701065,1504590.375,5079.692616780599,0.00337612994286275
total,1070,0.6048425918671612,0.7728822780618013,0.017908194992403537,0.012402906741057358,6581925,37485.52654872796,0.00569522237775847
total,1071,0.736757886846681,0.8925645617608268,0.016322051033848917,0.005982507942647172,8125193,95597.61588541669,0.01176558093886713
total,1072,0.694074943898838,0.8885890200876588,0.023795334089987356,0.010274520016376743,9710838,125218.14348582731,0.01289467947934332
total,1073,0.7250436902024301,0.9128856935214607,0.012026933961020711,0.0038382785165502332,9146259,138725.08553685897,0.01516741276809009
total,1074,0.7609449948110748,0.917338137608786,0.01130492371136719,0.004381624844189477,7976326,126313.88301282052,0.01583609835064671
total,1075,0.7987136970201782,0.9371766396511788,0.017317472065441146,0.005843702712470842,1567656.5,24935.64476913061,0.01590631925369531
total,1076,0.8071541295257761,0.9160620189411934,0.02903598777785082,0.013694230080523659,671925.3125,10852.323455028043,0.01615108592151459
total,1077,0.8375495870838722,0.9399363628297273,0.004626354111530171,0.004380801370705235,3911427.75,63331.78170072115,0.01619147425149835
total,1078,0.8070303354118078,0.9285833156574999,0.004325431053132793,0.003543561256664303,5474759,79811.04772636217,0.01457800201367077
total,1079,0.784273787686552,0.918183848805453,0.00626985148696095,0.005207776624434739,1511313.375,18090.306678185098,0.0119699242906423
total,1080,0.6791747963644372,0.8480517202187058,0.010320898944143182,0.008442563628378013,562967.1875,5984.252187875601,0.01062984188199352
total,1107,0.782145771764313,0.8816924316730267,0.012239311392660915,0.015238129359606943,2800945,32670.407279772637,0.01166406597765134
total,1108,0.6604823245292819,0.8036422207801863,0.028741096854979224,0.025627300502453477,1022966.75,5077.732430873773,0.00496373164706846
total,1109,0.6299430050346552,0.8189836738215548,0.030308167596663736,0.015752937153384453,2966454.5,24856.354803623297,0.00837914581316628
total,1110,0.6024011212595071,0.810485818308129,0.030925841165931296,0.014451880769890632,4967291,34399.66082450671,0.00692523567161793
total,1111,0.6467471215850883,0.8685818494155854,0.03578564291047902,0.011578851369044279,7166789.5,72953.59719300881,0.01017939723121612
total,1112,0.7018057125691446,0.9221548544821928,0.014916215526884038,0.003903950172410403,9500568,154824.22059670472,0.01629631203068118
total,1113,0.7546106710255969,0.9241147197163256,0.006809069136653047,0.0030167722144123854,6433118.5,100745.24068509616,0.01566040493193093
total,1115,0.827686431810189,0.9352236909215985,0.01658147656154252,0.008434532149573093,208411.8125,3468.6578650841348,0.01664328822572921
total,1116,0.8244163472960347,0.9347833438290919,0.0077440343617434775,0.005320511936918194,7604283,129561.2833533654,0.01703793550994425
total,1117,0.8064638458947889,0.9236847007646698,0.006284740870433503,0.0053171671036641565,7462600,116881.78380408652,0.01566234071289986
total,1118,0.8308489079466477,0.9466718840491125,0.004825862736064548,0.002793922456494895,7117434,127390.1118790064,0.0178983200798218
total,1119,0.8335257590530848,0.9496698687794173,0.006164953177401474,0.001680745827317585,4385267,88509.20007011217,0.02018330926488904
total,1146,0.7719276791835974,0.8838717822289415,0.01453118411340441,0.017333769120225676,416544.9375,5643.44476983486,0.01354822556170151
total,1147,0.750499193160408,0.845697318335661,0.02109699653866479,0.01587974216058802,2843687,20363.835349058492,0.00716106777892872
total,1148,0.5736032763525201,0.7079763158167742,0.017570297633464165,0.015063129952350051,2849498.75,9445.177333733976,0.00331468028674656
total,1149,0.3482836892136404,0.4969193494895417,0.042962449368070026,0.03655789192377497,3242173.25,6507.951872996795,0.00200728072535815
total,1150,0.6567457486027373,0.8530159228172342,0.04921816828523876,0.016851842930351708,5650032,53605.090269431086,0.00948757286143354
total,1151,0.7368669018818883,0.9160685400146961,0.015362818446035632,0.006742201982851101,9355810,128257.3724208734,0.01370884748844551
total,1152,0.7364642731613092,0.9209891531745038,0.011728909560494405,0.005276749753198178,8212418.5,129117.55463741987,0.01572223269398897
total,1153,0.7623746127871637,0.8810683405801734,0.014347807375083062,0.010418465936093184,144684.375,1841.9790649414065,0.01273101580555195
total,1154,0.8210629139757941,0.9357401799849336,0.006176016441446927,0.004719266215595288,2571034.5,42711.31164863782,0.01661250039571146
total,1155,0.8084919304928845,0.93463007815141,0.0033587899060974116,0.004646263270266914,8519784,143326.0901943109,0.01682273754760812
total,1156,0.7886041903231813,0.9245475812243885,0.00432714162342205,0.0051262610164431585,8711692,139855.36643629806,0.01605375470531993
total,1157,0.8215980448614054,0.9394108027423815,0.004423261786280482,0.00321903459438086,8215877,139111.25901442306,0.01693200360891759
total,1158,0.827148796109293,0.9446786795409083,0.0034712790837789563,0.0017647423132995778,7130617.5,127831.3131260016,0.01792710282468546
total,1159,0.8293647276769013,0.9355464659167934,0.008257307134453409,0.00414928771177355,916209.625,15185.66525816306,0.01657444414880826
total,1186,0.7264818223313297,0.811845220828402,0.0455870730024327,0.05611810113977953,139333.6875,968.923551510542,0.00695397910509288
total,1187,0.7221867427210817,0.835304537842109,0.02798176998050388,0.00858810994380512,3458133.75,31981.09925255409,0.00924808048634732
total,1188,0.6883488169791019,0.8454532687162543,0.04109907162510814,0.020551525245557645,5448579.5,54634.968479254305,0.01002737841656789
total,1189,0.6471488234200948,0.8294452946102944,0.023423270574159293,0.00858959617871369,6563480,55763.094300881414,0.00849596468655064
total,1190,0.726016226076076,0.915052393542085,0.005194150060145964,0.0038537756226493056,9527923,141753.17236954128,0.0148776572154856
total,1191,0.7003871046686196,0.911133579374025,0.005761750372142124,0.004159459801109615,9935053,152968.90594951922,0.01539688876843628
total,1192,0.7557396075433673,0.930355663965261,0.012202355721486903,0.005970397410579552,4395964,68775.63827123397,0.01564517777471198
total,1193,0.8215383067505425,0.928708397353108,0.007658247024056973,0.003881098440189764,2045547,30042.287560096152,0.01468667674714692
total,1194,0.833678895432815,0.9380878851151132,0.0029208631862420657,0.0017862208913510353,7675403.5,124038.4772636218,0.01616051550431476
total,1195,0.7862727203131838,0.9242894942479817,0.00420642899288146,0.004676706083959402,8910126,138685.37179487178,0.01556491701631063
total,1196,0.8076076639541124,0.9356791577304369,0.006174794710827685,0.0047374712617744685,7879512,135198.20042067306,0.0171581946217828
total,1197,0.8174606981320649,0.9322190212899997,0.0036143520785163253,0.002568109776957799,7087147,118742.71479366987,0.01675465667548166
total,1198,0.788626867387345,0.92830983554271,0.007785340645330136,0.002624833587881851,4197435,68645.30809294872,0.01635410866230179
total,1227,0.748625018357641,0.8790945860001382,0.026954684091940104,0.013481884667701468,4561844.5,42975.13904747596,0.009420562022111
total,1230,0.6681334409030533,0.8794695879886393,0.019786972060155464,0.0077940287865886785,9402969,121509.0373472556,0.01292241177730731
total,1231,0.7536020227039669,0.9201989350515323,0.014858531141053852,0.005194622003464267,9560261,134852.8194110577,0.01410555835359073
total,1232,0.7863905638206021,0.9141820708925258,0.010105265545057158,0.007127707033292239,2179534.75,28691.250701121793,0.01316393358771719
total,1233,0.8232672577236753,0.9352065804424524,0.0030927462560301554,0.004579772775170564,5869545,103771.0007011218,0.01767956471943256
total,1234,0.7755010503439194,0.9182005835948648,0.007771875262274825,0.006657700780458602,8816764,131228.19140625,0.01488394057119482
total,1235,0.7806936835584458,0.916741044894238,0.0064104124572137685,0.0037662074842324963,8752064,139197.19951923078,0.01590449972934736
total,1236,0.7709171629201864,0.924477279269999,0.005438382692858668,0.002855291634334892,8492227,144653.9220753205,0.01703368528365062
total,1237,0.7479566318139773,0.9283264753646583,0.00877184811961156,0.004080107266764188,4054497.75,68888.43785056089,0.01699062179786902
total,1266,0.4968823333303974,0.4708349017620557,0.038175612370042654,0.027767631488087426,625081.125,603.3959593161559,9.653082378965704e-4
total,1269,0.668690936029756,0.8673304017675507,0.017810128173811706,0.006032575909079208,8965294,98694.43394431088,0.01100849943619371
total,1270,0.699444809296688,0.8751497509132716,0.01589207000696293,0.006800514688922747,9610600,105240.15999348958,0.01095042557108708
total,1271,0.8003622250344914,0.9320456318038368,0.017100146659881046,0.003807714644771179,2140019.75,34347.7169533754,0.01605018689821689
total,1272,0.8144883145664272,0.9405163172565415,0.00538100462689035,0.005706040002972914,2003144.625,38068.05080629006,0.0190041449484907
total,1273,0.7835412542262715,0.9308913611728192,0.012200960770538302,0.0053810941420189195,8196985.5,135580.4363982372,0.01654028013081604
total,1274,0.7597583363033324,0.9105516569451588,0.013318149887900636,0.009691154891100584,9058806,139522.6272661258,0.01540187826807703
total,1275,0.7317597367809358,0.8885151627594348,0.017952869433406193,0.010753842814592685,5849407.5,90150.60885541869,0.0154119214391233
total,1306,0.5823806687020456,0.6991001528036487,0.016825509478030284,0.02325546381727533,2201999.75,19553.189346704727,0.00887974185587656
total,1307,0.6474083230287484,0.7696868386015621,0.05104153431390451,0.04251408618448383,2207900.75,6958.690036871494,0.00315172230312956
total,1308,0.5518953807883754,0.772915032334805,0.04382762109399113,0.021764970912343626,7433048.5,50637.68204126602,0.0068125052650021
total,1309,0.6071718567234422,0.8359474395894311,0.023122871424010417,0.01226795824832103,9692303,96771.10405163887,0.00998432509297727
total,1310,0.7072349608497897,0.8792610940901404,0.017344623781206155,0.00515946547038,7172447.5,87623.51559995994,0.01221668274322815
total,1311,0.7352006691831627,0.8666541695108658,0.017507392144432553,0.012640498144409814,4571311,54971.99035957532,0.01202543217024073
total,1312,0.7464118563043929,0.8926424099544297,0.022977847738477258,0.014033067670109527,8951849,133130.62259615384,0.01487185748957046
total,1313,0.7154039162844306,0.8956979348298254,0.01820059550952755,0.00973065437094017,9157330,114713.31209935895,0.01252693875827986
total,1314,0.7495315654658679,0.8809610251654084,0.027478670354484064,0.01549336569553697,766186.5,9506.54124568059,0.01240760734583628
total,1345,0.5501022224094259,0.6141922271136057,0.028141018147324438,0.025845587279156673,867413.75,3993.216119228265,0.00460358867867642
total,1346,0.4547356468803251,0.47267503101215796,0.06034183521448006,0.08277365858286695,1117912.25,1832.6888705522583,0.00163938526530347
total,1347,0.5338759464499601,0.7965358144015082,0.04926293290243542,0.021189866584445372,4509662,20218.45249586839,0.00448336316466032
total,1348,0.5645317451418407,0.778013494147319,0.025519024319177845,0.01364089652437203,9074525,60160.97326973157,0.00662965535603588
total,1349,0.5661121459932469,0.7895303564869888,0.01969860823843567,0.012078811452342731,10021612,80899.53170072116,0.0080725068682285
total,1350,0.5999279825721261,0.7863401306220993,0.013579703195985837,0.014831596182501478,9776505,85713.74431434044,0.00876731964176773
total,1351,0.629859322795121,0.8215430644699457,0.023076413167065057,0.016316976765141954,9123853,89501.26389723558,0.00980959073948644
total,1352,0.7021226672603204,0.8730511573554312,0.023151299989217274,0.01138856972349097,6770469.5,81818.76006610577,0.01208465086004829
total,1353,0.6539798296367727,0.8282500716823595,0.10960865718691835,0.05990328482594894,7055.6240234375,45.418544011238296,0.00643721148694518
total,1384,0.5792713939151954,0.5642775967590069,0.08654461113095072,0.09489735803205424,357336.125,1240.8356554080278,0.00347246071302762
total,1385,0.6539562836498557,0.7513282487480338,0.03974069783920964,0.019194456253151193,1928412.125,8108.98249621269,0.00420500493182321
total,1387,0.42752851626388916,0.6078526330553558,0.036340981467157224,0.058665339605413626,7896721.5,26315.481313852164,0.00333245655350162
total,1388,0.5004092966573971,0.7135316120772368,0.02595876104690825,0.027454320855745756,9166451,57693.72215544872,0.00629400867963497
total,1389,0.5929426821488113,0.8119041716555357,0.01678509670283143,0.01009064875358755,9362175,78475.61530949519,0.0083821991481141
total,1390,0.5438320089882746,0.791717500223426,0.034015289643688426,0.02134537881830467,9418460,79509.12224559295,0.00844183892542867
total,1391,0.5225483404608737,0.7772102151818902,0.05129921652158638,0.06490834245010701,1947766.375,20228.608080741687,0.01038554127454925
total,1423,0.5933329312605702,0.6465999662355949,0.03804251013013307,0.0568931545793798,425015.1875,2220.2726377829526,0.00522398423181748
total,1424,0.6134205211428613,0.7271171783706389,0.041209524504191526,0.017026899301217816,2280864.75,12511.686143141527,0.00548550112107328
total,1425,0.5587543004715824,0.6212012286728716,0.05174554570296454,0.04422687825780244,2527461.25,8479.44788262783,0.00335492695788227
total,1426,0.5200494479121816,0.6960415984445751,0.04785150157160777,0.08763953540452482,2092483.625,16393.137697660008,0.00783429676667601
total,1427,0.47092738431608333,0.6678166290760502,0.032634263160157356,0.0334367149446644,5339197,24240.14521672175,0.00454003574258858
total,1428,0.47621659899374963,0.7150268431855042,0.014701765754833401,0.02477384215208392,8277674.5,38493.28084309896,0.00465025302010836
total,1429,0.43018142273107335,0.6889598420550296,0.024953712133217544,0.032926355674128695,6040963,29170.350834773137,0.00482875840073397
total,1430,0.4440183232646115,0.7096590607469353,0.021892113875382688,0.021661614378437916,835220.8125,5337.654664650941,0.0063907107973928
total,1463,0.6588806779624551,0.7791938545897273,0.05408531499397901,0.041452895251024434,199595.203125,1524.7583551651392,0.0076392535055576
total,1464,0.6233058580501427,0.735416233758135,0.07024166421925412,0.04481206150143106,1765480.875,6906.9063392052285,0.00391219550265886
total,1465,0.48988867135795383,0.5557665556887965,0.07676499329135317,0.07095609700955695,894195.25,2099.6436622815254,0.00234808187840577
total,1466,0.4909137588076693,0.6023922898345713,0.09593260606297102,0.08123832255118954,1964369.125,7188.65046281081,0.00365952120267152
total,1467,0.4912547059850325,0.615192822879889,0.060907995110179684,0.05097057338023005,4830736,15351.210463303783,0.00317782020447894
total,1468,0.6425751957182919,0.8120562610895812,0.04956184974858313,0.01956350765422073,2912442.5,12097.142165746443,0.00415360720966901
total,1504,0.6710856845658061,0.7989565671426156,0.025624891586213176,0.02228314371715942,440495.5625,2154.44682429387,0.00489096147090896
total,1505,0.7703633373794159,0.8801410968356979,0.020058558242255227,0.023258468347001095,697516,7535.095232841296,0.01080275611289389
total,1506,0.618957777498943,0.8031169175149641,0.05262452433210292,0.05263313068026593,1005219.3125,12920.859263102211,0.012853771413292671
total,1507,0.7100130549380518,0.877582245562268,0.029935598172983614,0.01867239651089775,1409565.5,13872.927192883611,0.00984198832397899
total,1543,0.6666666666666666,0.9215686274509803,NA,NA,2240.0966796875,6.333333333333333,0.00282725892626065
total,1544,0.7928543177323665,0.9280299742446484,0.031928347554718774,0.010841767992270327,28949.861328125,242.81295306865985,0.008387361525382
total,1545,0.7457074901433265,0.9046305162145596,0.030853604118149826,0.03375301179037051,120719.2890625,1956.082541441306,0.01620356246820326
total,1546,0.5500730994152047,0.625875848092343,0.11589485225635306,0.13669977965809738,10817.26953125,49.8974358974359,0.00461275701352242
natural,21,NA,NA,NA,NA,3710.274658203125,13.794871794871796,0.003718019032465
natural,30,0.42083333333333334,0.6573879516278566,0.12296962136144757,0.13378736522838844,325444.9375,1068.4033375275442,0.00328290046769445
natural,31,0.4,0.6733167082294265,NA,NA,200433.734375,712.4599977150941,0.00355459124651203
natural,32,NA,NA,NA,NA,117315.3359375,141.21358705178287,0.00120370952291365
natural,42,0.8055555555555556,0.9904240825360898,0.03402069087198858,0.004212978815879395,1426094,22973.557823768027,0.01610942744571397
natural,43,0.5424924924924925,0.9435113069238662,0.10613704055457732,0.038169167021988595,872870.9375,9804.129932892629,0.01123204990759888
natural,44,0.3954248366013072,0.7737259755591449,0.05259306189356563,0.1415484655701122,354566.40625,2255.823193672376,0.00636220226707497
natural,45,0.4270833333333333,0.717963815572844,0.08398185154477657,0.06439898926772404,177911.171875,544.8996229416285,0.0030627622605087
natural,59,0.6188811188811189,0.9130506289620011,0.07342657342657344,0.004875936912728918,115442.4765625,785.9810736240485,0.00680842179610138
natural,60,0.8133517997484496,0.9593373248185934,0.04541163907764946,0.015358635249378408,244395,2879.6708319248296,0.01178285493534986
natural,61,0.6804862322287406,0.8764234133589575,0.06186275808787281,0.044409503806326224,367093.15625,2304.981241470728,0.00627900902598406
natural,67,0.6135675100302955,0.9479427568034329,0.18261188443442572,0.03334610472202172,993805.5625,7101.284096742288,0.00714554673942297
natural,68,0.7146351957710984,0.9530008684537074,0.06681769118100758,0.014649897101633495,733907.375,5085.560510879908,0.00692943099376799
natural,72,0.5063317634746206,0.5575126761763468,0.20837591109198147,0.21764260441311212,244786.21875,2126.9588963435244,0.00868904674129464
natural,73,0.7483660130718954,0.8283039344315404,0.19281045751633985,0.1460550399274341,35022.89453125,415.0298443085108,0.01185024395793987
natural,79,0.65,0.9495343357271095,0.15,0.04328433572710954,17098.1640625,114.8784570204906,0.00671875978032308
natural,80,0.8434339508571922,0.9897277351558624,0.0992796675073362,0.006743097708946753,186331.703125,4682.270291841947,0.02512868295257765
natural,81,0.9006490585437954,0.9840787325722634,0.026095378894472093,0.012237782292138176,561971.25,9199.820184169672,0.0163706242697819
natural,82,0.75,0.9932432432432433,NA,NA,516806.6875,2279.1373901367188,0.00441003850233017
natural,83,0.4724025974025974,0.8920869180150441,0.05409361140306023,0.05896763444090381,997719.375,3507.215335161258,0.00351523226173818
natural,84,0.43464590964590966,0.7003902468531926,0.026103898870992733,0.10592068289903972,1587942.5,3235.591483091697,0.00203759990244715
natural,85,0.6220238095238095,0.9123077744881509,0.05463559449608875,0.05693556602083553,777046.875,2117.489983974359,0.00272504793739033
natural,86,NA,NA,NA,NA,73167.5703125,237.84504582331732,0.0032506894079915
natural,98,0.7004839910647803,0.9286733256640649,0.1169076443826901,0.038488868223833135,124097.5546875,1318.960227770683,0.01062841432365095
natural,99,0.8748538011695907,0.981986048063593,0.014602328642320191,0.005353682457065139,708661.3125,9045.461907802484,0.01276415369126346
natural,100,0.911657720591743,0.9898570072713139,0.021576953820586976,0.0029916244601549224,1322136.375,13059.023493840145,0.00987721368292294
natural,101,0.8390122231270007,0.9546337091921636,0.02962320202117866,0.014523097349432046,1433523.625,13961.784279847756,0.00973948670001706
natural,105,0.7590532048596564,0.9591723223731506,0.08246602366730248,0.021190756679658765,395911.78125,3883.6928992638223,0.00980949060672546
natural,106,0.7152506030554812,0.9429263662118688,0.09957395077783951,0.04269598932955202,4102035.75,28749.40393379407,0.00700856981409634
natural,107,0.5658730158730159,0.8528077014019171,0.10452474358093455,0.07433210779494974,1290018.25,6288.577035757212,0.00487479695404093
natural,108,NA,NA,NA,NA,32541.8359375,174.23076923076923,0.00535405468718475
