gridid,dist_px_sum
21,0
22,0
30,1210
31,583
32,208
42,5280
43,2517.0849609375
44,841.91510009765625
45,716.07757568359375
46,0
59,1313
60,928.70318603515625
61,1019
67,1760.71240234375
68,1223.28759765625
72,4390.64404296875
73,14
79,11.540812492370605
80,2635.801025390625
81,10464.2861328125
82,883
83,522
84,2248.92236328125
85,1150
86,504
98,1064
99,7239.611328125
100,9185.685546875
101,6580
104,0
105,2859
106,7547.70166015625
107,854.2984619140625
108,41
111,494.3561706542969
112,156
118,23501.927734375
119,13755.408203125
120,24521.953125
121,20496.59375
122,13052.40625
123,22250
124,3149
125,25222.478515625
126,787.5208740234375
128,148
129,49
133,10287
134,4278
139,17
140,20219.0625
141,223
143,0
144,5465.583984375
145,2758.416015625
146,1953
147,946
148,0
157,33568.51953125
158,17814
159,12957.93359375
160,28917.017578125
161,27192.408203125
162,883
163,8158.96533203125
164,11898.96484375
165,304
167,3083
168,1330
172,7106.056640625
173,20657.119140625
178,15942.37109375
179,4918.11865234375
180,76
181,114
182,5154.4716796875
183,14992.158203125
184,4474
185,2180
187,424
188,393
196,50308.3125
197,215362.875
198,13958.021484375
199,13081.439453125
200,14655.0517578125
201,1066
202,9157.5712890625
203,4593
204,11855.255859375
205,4414.00390625
211,2754.208984375
212,8166.005859375
214,0
215,2701.429931640625
216,10154.869140625
217,9622.689453125
218,4936.1943359375
219,549.31182861328125
220,684.9522705078125
221,5664.43359375
222,17949.279296875
223,6493.65283203125
224,5463
225,53
226,43
235,75469.0859375
236,578862.6875
237,70980.84375
238,19132.060546875
239,25104.048828125
240,35049.86328125
241,22817.759765625
242,1564
243,5305.740234375
244,18162.10546875
245,32191.4765625
246,2584.896240234375
250,6770.57861328125
251,6027.0302734375
252,566
253,15758.2783203125
254,22447.927734375
255,14173.9716796875
256,2625.18896484375
257,0
259,1482.345458984375
260,13197.498046875
261,16195.7744140625
262,17869.087890625
263,9030.298828125
264,4565.22607421875
265,3732.814208984375
275,451298.9375
276,207110.125
277,35946.375
278,10335.08984375
279,13457.4970703125
