gridid,dist_px_sum
21,0
22,0
30,378
31,181
32,16
42,6096
43,1078.1639404296875
44,3020
45,58
46,651
59,758
60,500.06866455078125
61,1186.78271484375
67,4402.8798828125
68,897.13165283203125
72,4
73,14
79,938.10711669921875
80,1966.7047119140625
81,4592.6904296875
82,737.28424072265625
83,1548
84,1250
85,1447
86,72
98,635
99,2604.931396484375
100,4289.21728515625
101,8355.5556640625
104,0
105,1130
106,9615.0859375
107,1234.902099609375
108,0
111,10
112,19
118,63718.90234375
119,20531.609375
120,46034.109375
121,20237.625
122,10677.4267578125
123,4758
124,1544
125,3881.88818359375
126,5871.11181640625
128,4152.2158203125
129,699.171630859375
133,15948.2255859375
134,10087.7529296875
139,116.85890197753906
140,26771.322265625
141,6
143,0
144,4423.17041015625
145,18998.24609375
146,2890
147,392
148,0
157,53889.296875
158,31365.455078125
159,28701.8359375
160,11396.1337890625
161,17098.25
162,386
163,5533.5322265625
164,17015.96875
165,3932.48779296875
167,10916.5478515625
168,20162.064453125
172,4702.77392578125
173,11162.33984375
178,50658.2109375
179,9960.408203125
180,313
181,4
182,9878.04296875
183,13406.2294921875
184,12227.7548828125
185,4430
187,452
188,86
196,3672.567626953125
197,170841.5625
198,17987.423828125
199,11557.13671875
200,15402
201,1984
202,8761.4384765625
203,6838.88232421875
204,8992.1171875
205,214.32601928710938
211,3361.86083984375
212,21958.853515625
214,0
215,18204.607421875
216,17469.423828125
217,16906.158203125
218,8622.8515625
219,1456.6517333984375
220,2024.797119140625
221,17112.326171875
222,14304.873046875
223,8998.71875
224,10259.4208984375
225,36
226,32
235,299.0634765625
236,282709.59375
237,82341.1640625
238,14404.7080078125
239,15276
240,15147.189453125
241,13995.431640625
242,3380.947265625
243,6105.49853515625
244,19999.3828125
245,62514.703125
246,6441.0712890625
250,56651.4140625
251,31332.650390625
252,1150.7281494140625
253,21231.19140625
254,42821.03125
255,13861.1533203125
256,11498.7568359375
257,152.65118408203125
259,15743.8623046875
260,115186.703125
261,25289.3046875
262,18193.89453125
263,15740.072265625
264,1209
