gridid,dist_px_sum
21,0
22,0
30,408
31,526
32,34
42,8563.07421875
43,3204.926025390625
44,16043.287109375
45,49
46,0
59,912
60,1675.3956298828125
61,3847
67,17447.080078125
68,32655.080078125
72,3147.795654296875
73,1253.4395751953125
79,108
80,892.27532958984375
81,6398
82,2937
83,2938.71240234375
84,5461
85,2050
86,1601
98,6946
99,8712.6044921875
100,10993.8515625
101,7212.333984375
104,0
105,1071.9097900390625
106,2296
107,4269.8525390625
108,88
111,1904.7718505859375
112,87.99291229248047
118,35159.77734375
119,21756.4609375
120,23860.310546875
121,13260.6650390625
122,8483.3349609375
123,9343.3818359375
124,10917.126953125
125,31154.845703125
126,2220.179931640625
128,258
129,5
133,2460
134,3038
139,92
140,19712.814453125
141,4
143,0
144,4285.98095703125
145,5155.109375
146,6993.98681640625
147,1714
148,0
157,42362.94921875
158,13319.2978515625
159,7824.302734375
160,10347.3896484375
161,43053.2734375
162,2155
163,8766.8623046875
164,196908.15625
165,6660.26806640625
167,10238
168,233
172,2465.6904296875
173,7245.3095703125
178,12930.076171875
179,2860.923828125
180,59
181,46
182,4378.00390625
183,15752.6044921875
184,7521.93994140625
185,1411.256103515625
187,6361
188,54
196,55226.6171875
197,108185.28125
198,16968.30078125
199,25810.224609375
200,25093.591796875
201,1717.58544921875
202,15175.619140625
203,40431.328125
204,17505.060546875
205,3618.564697265625
211,537
212,3911.92626953125
214,0
215,1694
216,7770.31103515625
217,9745.3720703125
218,1130
219,192
220,1351.2755126953125
221,8309.720703125
222,14036.630859375
223,5446.56884765625
224,6219.37548828125
225,96
226,29
235,52517.51171875
236,201112.828125
237,270996.15625
238,22853.412109375
239,11043.3291015625
240,10394.9375
241,18002.240234375
242,19200.81640625
243,7075.70703125
244,14506.1923828125
245,45022.29296875
246,5412.66064453125
250,7502.70458984375
251,4876.087890625
252,25
253,7223.4130859375
254,12322.4404296875
255,8579.9345703125
256,1505
257,12
259,7515.21240234375
260,28741.912109375
261,13556.009765625
262,15571.66796875
263,9525.9560546875
264,6201.07421875
265,17071.123046875
