gridid,dist_px_sum
21,0
22,9
30,341
31,265
32,112
42,4602.09130859375
43,2613.908935546875
44,475
45,55.18198013305664
46,0
59,531.13006591796875
60,1445.8699951171875
61,629
67,2771.416748046875
68,1669.8165283203125
72,1417.3731689453125
73,436.62689208984375
79,22
80,1656.2677001953125
81,3339.732177734375
82,318
83,327
84,5002.81787109375
85,1493
86,25
98,691
99,6130
100,2676.999755859375
101,5199.4794921875
104,0
105,1889.2027587890625
106,11356.9326171875
107,8125.630859375
108,59
111,99
112,107
118,50235.76953125
119,10901.6533203125
120,24570.08203125
121,7528.130859375
122,9406.572265625
123,5568.17138671875
124,2543.255615234375
125,5613
126,524
128,4
129,0
133,2155
134,2371.80078125
139,28
140,19974.751953125
141,112.22639465332031
143,0
144,3926.54541015625
145,2427.47509765625
146,23715.123046875
147,1775
148,0
157,36374.1953125
158,11749.01171875
159,6782.71875
160,11277.3642578125
161,20413.017578125
162,467
163,14256.5986328125
164,5445
165,82
167,575
168,160
172,3250.015380859375
173,6662.19921875
178,15691.7626953125
179,4866.22900390625
180,24
181,70
182,4546.20654296875
183,7774.45458984375
184,5633.52490234375
185,1620.877197265625
187,236
188,608
196,52525.125
197,84580.296875
198,10936.376953125
199,9296.94921875
200,7358.99462890625
201,386.22119140625
202,10082.4013671875
203,4150.224609375
204,2970
205,135
211,657.61566162109375
212,2829
214,0
215,1469.2568359375
216,7773.9462890625
217,10646.609375
218,1978.7723388671875
219,358
220,1547.37548828125
221,4897.41748046875
222,7561.2919921875
223,5699.0185546875
224,5717.267578125
225,0
226,51
235,35812.26953125
236,200907.203125
237,48799.69921875
238,12715.62109375
239,16376.6455078125
240,11329.421875
241,5481.08984375
242,3512.775146484375
243,452
244,5122.07275390625
245,18183.291015625
246,572
250,21478.169921875
251,29856.97265625
252,298.1199951171875
253,13872.1376953125
254,13527.443359375
255,7494.71630859375
256,3132.072509765625
257,30.927438735961914
259,6327.830078125
260,20688.75390625
261,20767.78515625
262,19697.458984375
263,6251.40869140625
264,1655
265,4713
275,153225.859375
276,47030.703125
277,17354.12109375
278,4240.947265625
279,6483
280,19003.91015625
281,4655.46435546875
282,1949.5357666015625
283,8182.0849609375
284,31995.845703125
285,863
287,2227
288,230
289,4980.91259765625
290,16602.314453125
291,32971.4765625
292,32088.943359375
293,13062.72265625
294,45
296,2367.47998046875
297,29392.544921875
298,50149.296875
299,62349.9765625
300,21307.484375
301,31355.203125
302,13751.349609375
303,18116.576171875
304,6880.93505859375
314,126721.984375
315,133895.375
316,48347.83203125
317,20452.26171875
318,32182.74609375
319,78241.046875
320,23746.74609375
321,11157.7626953125
322,5162.8330078125
323,24499.8515625
324,15127.1865234375
325,7926.99609375
326,35193.01953125
327,19193.140625
328,3564.5556640625
329,1225.2662353515625
330,18454.076171875
331,19928.326171875
332,825
334,4819.7998046875
335,11115.716796875
336,33509.1953125
337,13128.56640625
338,28231.685546875
339,17575.462890625
340,19639.8359375
341,24494.55078125
342,29366.3203125
343,19938.537109375
344,32864.890625
353,137866.625
354,213046.828125
355,109791.5234375
356,25425.984375
357,15366.75
358,50.07860565185547
359,72790.71875
360,194910.28125
361,19185.978515625
362,16766.38671875
363,66020.4453125
364,23636.873046875
365,21281.775390625
366,21280.3359375
367,16042.2451171875
368,12948.7333984375
369,6610.0888671875
370,1097
371,2102.773193359375
372,6381.41650390625
373,6538.3798828125
374,11436.404296875
375,12299
376,8521.400390625
377,19779.013671875
378,15790.3984375
379,18387.23046875
380,7076.837890625
381,20851.861328125
382,25901.400390625
383,30901.853515625
393,13989.5029296875
398,1048.5968017578125
399,77352.7734375
400,39239.8515625
401,66752.3125
402,36932.578125
403,26165.95703125
404,18531.181640625
405,15448.9033203125
406,21140.43359375
407,6671.349609375
408,8799.17578125
409,3705.800048828125
410,5470.38427734375
411,17404.4609375
412,28488.275390625
413,28208.40625
414,23392.951171875
415,17137.3828125
416,12344.1298828125
417,9542.03125
418,6182.42529296875
419,23161.802734375
420,24870.58203125
421,57236.4921875
422,9602.9658203125
438,4748.76123046875
439,10910.90625
440,31397.4375
441,13355.9169921875
442,26921.390625
443,20044.046875
444,17645.359375
445,19326.0078125
446,27245.986328125
447,25801.037109375
448,88354.828125
449,44580.36328125
450,31322.55078125
451,8971.8662109375
452,25912.49609375
453,25628.1328125
454,15236.6591796875
455,6801.93896484375
456,12885.03125
457,32741.638671875
458,50765.15234375
459,20527.671875
460,20835.525390625
461,21575.181640625
462,25093.6953125
476,500
477,2640
478,12861.9755859375
479,14556.482421875
480,13155.134765625
481,30445.26953125
482,33950.29296875
483,39819.375
484,63408.171875
485,14035.578125
486,35674.12109375
487,31020.015625
488,59823
489,69590.234375
490,23428.890625
491,18455.298828125
492,14971.7802734375
493,17674.220703125
494,5299.0693359375
495,15046.369140625
496,5395.3427734375
497,39967.57421875
498,27556.849609375
499,74797.7734375
500,9891.2734375
501,7515
503,0
504,7739
505,1501.3814697265625
514,1044.068115234375
515,7772.34765625
516,3375.647705078125
517,16147.6748046875
518,11828.9130859375
519,12046.33984375
520,15227.4462890625
521,22702.083984375
522,83853.6875
523,40476.5
524,16132.7216796875
525,12660.017578125
526,13392.32421875
527,36282.58203125
528,43351.66796875
529,31081.173828125
530,5734.66748046875
531,9854.9375
532,10164
533,11972.5859375
534,5505.8408203125
535,16890.341796875
536,63886.0859375
537,14932.41015625
538,81368.796875
539,14822.0302734375
540,194.29232788085938
541,92
542,22
543,120
544,5517.61865234375
545,0
552,0
553,6698.0107421875
554,5158.9892578125
555,3770
556,5452
557,5392.60791015625
558,5679
559,7503.15771484375
560,55584.03125
561,25694.986328125
562,24384.326171875
563,14736.1259765625
564,17903.857421875
565,20790
566,102743.6640625
567,214150.46875
568,159025.90625
569,28432.412109375
570,38583.2265625
571,21305.11328125
572,8438.8017578125
573,12061.8095703125
574,42648.28125
575,22109.130859375
576,6241.4892578125
577,33257.4140625
578,4667.47265625
579,216.52499389648438
580,313
581,98
582,9
583,0
584,0
594,3939.997314453125
595,1173.0025634765625
596,3682.458740234375
597,3549.92626953125
598,14205.46875
599,62549.8515625
600,61185.52734375
601,129421.953125
602,31123.9921875
603,85336.3203125
604,37145.2578125
605,40775.57421875
606,116563.2109375
607,103731.984375
608,50204.21875
609,41310.015625
610,13313.0478515625
611,15475.4052734375
612,11003.7900390625
613,3464.196044921875
614,3821.810791015625
615,5655.17236328125
616,14520.9443359375
617,3360.90869140625
618,830.47503662109375
619,409
620,178
621,100
622,36
623,5
630,44
631,445
632,435
633,2048.90771484375
634,1803.6884765625
635,1749.5853271484375
636,503
637,5752.099609375
638,20021.71875
639,67558.421875
640,377751.71875
641,161958.15625
642,46333.98828125
643,17510.71875
644,100321.1953125
645,63815.4609375
646,23149.890625
647,33184.1875
648,38480.57421875
649,13897.484375
650,29784.103515625
651,20632.08203125
652,13212.8193359375
653,6455.30078125
654,4237.33056640625
655,7007.50439453125
656,9390.318359375
657,9494.8779296875
658,1889.6793212890625
659,2057
660,93
661,200
662,39
670,1154.5030517578125
671,3846.16943359375
672,4109.8828125
673,5192.3115234375
674,1756.4217529296875
675,0
676,2988
677,13769.087890625
678,12362.4423828125
679,83794.671875
680,151808.609375
681,248355.265625
682,15983.423828125
683,56116.80078125
684,56616.140625
685,24569.275390625
686,27974.697265625
687,22106.310546875
688,27025.5390625
689,8813.7841796875
690,18247.5859375
691,24170.287109375
692,29947.115234375
693,38512.18359375
694,32620.560546875
695,10412.6357421875
696,16130.48828125
697,2806
698,3678
699,829
700,463
701,878
702,92
706,344
707,6
709,1618
710,25587.328125
711,4196.51953125
712,849
713,3503.04736328125
714,516.2371826171875
716,3563.0029296875
717,16708.517578125
718,19509.85546875
719,17502.85546875
720,13538.068359375
721,16648.865234375
722,31765.30859375
723,66527.2734375
724,27095.564453125
725,14305.33203125
726,15063.900390625
727,15016.9287109375
728,13123.2861328125
729,27751.455078125
730,42654.21875
731,59161.26171875
732,300557.34375
733,196172.390625
734,22085.046875
735,2367.32958984375
736,7746.14453125
737,6051
738,3495.621826171875
739,6170.8701171875
740,34830.54296875
741,118.09779357910156
745,3784
746,1599
747,4259.45654296875
748,593.54327392578125
749,17415
750,5448.474609375
751,2036
752,251.7154998779297
755,48
756,845
757,5408.02001953125
758,10774.5703125
759,8672.9638671875
760,9501.7060546875
761,18740.61328125
762,47538.796875
763,40141.28515625
764,30827.876953125
765,23545.76953125
766,32227.1640625
767,19542.658203125
768,27361.609375
769,58618.3984375
770,39254.1640625
771,87172.828125
772,67920.5859375
773,29537.087890625
774,18824.46484375
775,3863.73974609375
776,2560.11572265625
777,1163
778,309.97747802734375
779,85.89177703857422
780,0
784,139.11920166015625
785,2347.880859375
786,1144
787,848
788,63
789,9989.7890625
790,6431.931640625
791,501
796,604.032470703125
797,8019.9013671875
798,1121
799,3176.182861328125
800,390.81512451171875
801,5184.29833984375
802,40513.96484375
803,16525.830078125
804,16601.30078125
805,20824.048828125
806,24379.56640625
807,39974.9921875
808,28522.8984375
809,43959.47265625
810,69384.9921875
811,42159.18359375
812,9088.7119140625
813,17322.708984375
814,1678.13330078125
823,409
824,1598
825,12874.4541015625
826,877
827,11880.431640625
828,16228.796875
829,3431.715576171875
835,1841
836,13687.767578125
837,3315.435302734375
838,3603
839,8090.77197265625
841,201
842,77
843,2319
844,14483.9736328125
845,27376.876953125
846,54045.8671875
847,35988.73828125
848,44007.69140625
849,36590.23828125
850,29466.9296875
851,11725.8818359375
863,0
864,3098.54541015625
865,3407.0185546875
866,19557.953125
867,21758.20703125
868,2473.00830078125
874,2304
875,18838.93359375
876,4210.23828125
877,29976.681640625
878,101855.3046875
879,58612.70703125
882,10661
883,30728.810546875
884,34289.95703125
885,43547.23046875
886,26330.8125
887,37646.81640625
888,23270.837890625
889,4793.6611328125
904,289.9813232421875
905,12455.7724609375
906,10654.6083984375
907,2873
913,1976.15869140625
914,4558.46533203125
915,3752.82080078125
916,68453.2734375
917,98142.8828125
918,176595
919,6531.607421875
920,1157.24560546875
921,33447.88671875
922,73184.4140625
923,54980.7109375
924,75539.578125
925,54060.22265625
926,21782.412109375
927,15241.3671875
928,4
943,0
944,2682
945,12671
946,3542
951,4100.0126953125
952,36587.0078125
953,4959.50439453125
954,20083.517578125
955,90813.53125
956,87953.6484375
957,105178.359375
958,2529.146728515625
959,2124
