gridid,dist_px_sum
21,0
22,68
30,1671
31,1122.6962890625
32,847.3037109375
42,16739.83984375
43,6997.32666015625
44,830
45,860.653076171875
46,4
59,1983.3297119140625
60,5281.8701171875
61,4321.9482421875
67,8931.974609375
68,8496.212890625
72,581
73,10
79,49.494171142578125
80,1626.716552734375
81,5697.10986328125
82,7199.9462890625
83,3606
84,2340.346923828125
85,5605
86,547
98,442
99,11755.5390625
100,16152.484375
101,17689.77734375
104,0
105,7731.28173828125
106,19726.89453125
107,17131.0546875
108,2210
111,595
112,525
118,74726.1796875
119,37022.2734375
120,49644.7265625
121,32952.33203125
122,56867.4609375
123,10076.1767578125
124,5101.63623046875
125,19081.896484375
126,4879.73193359375
128,3961.6220703125
129,503.359619140625
133,33118.55859375
134,15613.818359375
139,140.689208984375
140,48398.12890625
141,39
143,0
144,20717.873046875
145,8308.056640625
146,24440.525390625
147,7989.54443359375
148,0
157,40301.21484375
158,30015.974609375
159,54436.26171875
160,29907.3515625
161,71570.9140625
162,1110
163,27296.890625
164,112011.9296875
165,37164.77734375
167,7698.8203125
168,1999.197998046875
172,16165.6279296875
173,44567.1171875
178,68734.7890625
179,24183.3046875
180,620
181,390
182,12390.6591796875
183,21367.228515625
184,6634.36376953125
185,8144.51025390625
187,2236
188,497
196,17445.853515625
197,76784.6171875
198,25732.47265625
199,25317.66796875
200,11479.36328125
201,2494.468505859375
202,14161.197265625
203,14810.6279296875
204,47755.84765625
205,11774
211,5011.5810546875
212,20585.5390625
214,0
215,8295.322265625
216,30676.72265625
217,38113.33984375
218,15724.41796875
219,4477.81640625
220,3379
221,21714.56640625
222,21738.494140625
223,13981.3740234375
224,30666.396484375
225,139
226,49
235,6495.70849609375
236,270587.15625
237,120099.6015625
238,26246.87109375
239,8843.7666015625
240,12052.619140625
241,7597.15869140625
242,10149.2294921875
243,801.60858154296875
244,37521.51171875
245,95546.921875
246,7489.34912109375
250,24705.021484375
251,115592.015625
252,588
253,31650.9375
254,28634.015625
