gridid,dist_px_sum
21,0
22,72
30,1938
31,1551
32,589
42,25137.32421875
43,4005.67578125
44,865.77294921875
45,584
46,149
59,246
60,1709.7237548828125
61,5931.6787109375
67,14841.5498046875
68,5216.4326171875
72,148
73,4
79,18
80,3221.66748046875
81,9025.4130859375
82,2234
83,3519.401123046875
84,1239.8258056640625
85,7896
86,539
98,1072
99,9287.8232421875
100,30120.720703125
101,65999.1875
104,0
105,4670.2333984375
106,32105.810546875
107,6846.728515625
108,44
111,127.25637817382812
112,501.7436218261719
118,59370.01953125
119,23595.8203125
120,44271.3671875
121,16915
122,8264
123,3110
124,6615
125,22588.05859375
126,4807.6796875
128,114
129,26
133,21197.9765625
134,12241.27734375
139,11
140,35581.98828125
141,48
143,0
144,35849.5703125
145,12953.33984375
146,29951.16015625
147,2309
148,0
157,58431.96875
158,22842.48046875
159,14363.9033203125
160,8209.3427734375
161,7127.419921875
162,453
163,3355.779296875
164,19210.177734375
165,5790.80029296875
167,5865
168,1136
172,6663.0234375
173,65319.5078125
178,26201.123046875
179,11683.5615234375
180,84
181,19
182,11889.0537109375
183,22113.642578125
184,17263.11328125
185,4966.80224609375
187,1945
188,322
196,42784.35546875
197,107032.6796875
198,21236.615234375
199,13613.703125
200,10615.552734375
201,161
202,18349.19140625
203,44646.5859375
204,23985.5234375
205,3480.326904296875
211,1383.827392578125
212,28765.458984375
214,0
215,2741.01025390625
216,17144.8125
217,14266.5048828125
218,8866
219,1106
220,3082.620849609375
221,17449.05078125
222,16240.7861328125
223,17267.318359375
224,9414.443359375
225,40
226,211
235,28557.396484375
236,213286.21875
237,60951.05859375
238,18887.654296875
239,14337.0390625
240,15384.94140625
241,11095.72265625
242,20722.615234375
243,5259.64501953125
244,60575.5
245,49014.55859375
246,309.694580078125
250,6365.509765625
251,13460.4990234375
252,611
253,14743.41015625
254,22893.69140625
255,16738.837890625
256,5122
257,0
259,4306.033203125
260,27004.513671875
261,20752.232421875
262,32078.212890625
263,32943.53515625
264,12049.94140625
265,2689.798583984375
275,134089.375
276,65929.09375
277,16491.95703125
278,7523.5380859375
279,16038.0693359375
280,48285.40234375
281,7555.50537109375
282,17653.197265625
283,41737.23046875
284,90641.671875
285,5485.49169921875
287,22302.826171875
288,1217.87451171875
289,2517.59765625
290,26898.63671875
291,51925.5078125
292,38579.140625
293,22769.673828125
294,100.28739166259766
296,2600.6220703125
297,44363.8515625
298,16462.1015625
299,19176.25
300,11168.1982421875
301,32512.75
302,59489.12890625
303,42805.375
304,19331.294921875
314,144242.890625
315,242369.578125
316,161374.09375
317,59686.66015625
318,81445.2890625
319,89801
320,34956.94921875
321,12568.181640625
322,13628.8974609375
323,19286.02734375
324,20300.064453125
325,19721.677734375
326,73961.015625
327,63388.6328125
328,16570.998046875
329,9821.3681640625
330,57377.66796875
331,34467.3515625
332,1371.851318359375
334,10617.2646484375
335,55573.5859375
336,38810.96484375
337,71872.65625
338,75824.640625
339,31049.59765625
340,63587.41796875
341,112361.625
342,115553.6796875
343,65958.8515625
344,13030.5947265625
353,99468.28125
354,149384.046875
355,117745.390625
356,20095.30078125
357,11094.171875
358,141.5074462890625
359,72979.3984375
360,268686.78125
361,21867.44140625
362,20097.42578125
363,38669.80859375
364,29530.2265625
365,32049.85546875
366,39188.5546875
367,24080.78125
368,36712.671875
369,27109.845703125
370,4478.9541015625
371,2010.274169921875
372,28077.267578125
373,94811.9609375
374,25098.505859375
375,54633.13671875
376,22885.720703125
377,77017.90625
378,53885.26953125
379,15921.216796875
380,19302.033203125
381,51239.69921875
382,80761.390625
383,17865.20703125
393,8911.45703125
398,677.97723388671875
399,94979.8046875
400,44482.80078125
401,47486.0234375
402,23135.92578125
403,17788.1015625
404,17710.0078125
405,8984.3193359375
406,4008.47265625
407,8727.392578125
408,23651.849609375
409,8556.255859375
410,6218.7177734375
411,24579.517578125
412,67182.5625
413,15254.486328125
414,25653.87890625
415,15574.8173828125
416,24867.86328125
417,26800.5234375
418,16366.6865234375
419,15778.259765625
420,20213.041015625
421,17792.005859375
422,8579.919921875
438,5517.6201171875
439,14449.3818359375
440,31580.32421875
441,8885.990234375
442,13203.9296875
443,16337.138671875
444,12655.0322265625
445,10560.607421875
446,19116.421875
447,42047.46484375
448,34037.09765625
449,36566.1484375
450,19156.57421875
451,9813.7666015625
452,23525.484375
453,31191.166015625
454,53123.12109375
455,4772.2314453125
456,23977.54296875
457,37095.5625
458,44455.98046875
459,63429.2578125
460,8900.34375
461,24754.65234375
462,6323.02294921875
476,1394.2672119140625
477,2974.31689453125
478,18184.13671875
479,28901.08984375
480,14874.6630859375
481,15494.2919921875
482,19199.189453125
483,20708.396484375
484,18260.37890625
485,19169.953125
486,34434.43359375
487,42320.76953125
488,31658.455078125
489,34089.85546875
490,38236.8671875
491,22170.583984375
492,29670.3359375
493,53417.6796875
494,6650.337890625
495,19288.67578125
496,11683.158203125
497,77888.9921875
498,156874.203125
499,6818.65625
500,5249.00537109375
501,2828.319580078125
503,0
504,4271
505,37
514,1235.5516357421875
515,11367.0478515625
516,3522.556640625
517,14527.5185546875
518,18002.52734375
519,17131.833984375
520,8427.130859375
521,12115.7470703125
522,46910.97265625
523,19435.9296875
524,22850.77734375
525,21443.5
526,16738.97265625
527,21950.1171875
528,29619.908203125
529,31163.283203125
530,20510.916015625
531,16039.9873046875
532,26311.97265625
533,22005.46484375
534,6591.14404296875
535,35399.87109375
536,140763.984375
537,15866.0654296875
538,2873
539,1515.4930419921875
540,463.5069580078125
541,0
542,7
543,13
544,126
545,1241
552,28
553,8284.8974609375
554,6315.04638671875
555,2718.505126953125
556,9515.39453125
557,9234.6279296875
558,6444.27734375
559,5093.9482421875
560,7401.6591796875
561,20391.326171875
562,14953.54296875
563,25912.0546875
564,28650.34765625
565,23608.14453125
566,72103.28125
567,25025.654296875
568,31283.970703125
569,29211.984375
570,42486.09375
571,33799.96484375
572,13377.5673828125
573,25316.677734375
574,60609.98828125
575,27520.76953125
576,2402.080322265625
577,1205.9373779296875
578,834
579,94.09480285644531
580,44
581,95
582,45
583,0
584,0
594,3404
595,792.36151123046875
596,4417.638671875
597,4143.01416015625
598,9596.244140625
599,21448.16796875
600,11340.0595703125
601,6524.23974609375
602,28179.84375
603,26237.6015625
604,33249.78125
605,45754.94921875
606,16158.7958984375
607,34806.46484375
608,23268.189453125
609,17847.119140625
610,32373.046875
611,10015.3251953125
612,28741.107421875
613,13413.0556640625
614,4212.16455078125
615,21282.673828125
616,1796
617,1386
618,308.90521240234375
619,124
620,29
621,0
622,233
623,0
630,38
631,1105
632,1361.325927734375
633,1744
634,1599.4429931640625
635,1154
636,1289.3858642578125
637,6878.04541015625
638,19075.267578125
639,8101.57666015625
640,30741.42578125
641,15465.826171875
642,28367.931640625
643,47238.875
644,15567.146484375
645,20706.2265625
646,15733.6123046875
647,39205.0234375
648,13690.4267578125
649,17719.978515625
650,20897.166015625
651,12182.5771484375
652,11642.3623046875
653,5670
654,10795.30859375
655,1898.9642333984375
656,2383.339111328125
657,10904.53515625
658,4572.845703125
659,1299.9263916015625
660,58
661,372
662,267
670,1341
671,3069.021728515625
672,2915.052001953125
673,1265.432861328125
674,54
675,0
676,1177.547607421875
677,29424.611328125
678,11821.3662109375
679,5462.20263671875
680,3820.1630859375
681,10141.8369140625
682,24427.810546875
683,67822.7109375
684,65981.28125
685,44205.64453125
686,35629.89453125
687,20522.544921875
688,24178.91015625
689,7699.2763671875
690,9119.8916015625
691,15476.4052734375
692,32114.970703125
693,27035.3203125
694,18996.125
695,5542.8017578125
696,5303.70166015625
697,1437
698,2333.073486328125
699,452
700,446.98138427734375
701,7170.650390625
702,1890.93310546875
706,48
707,190
709,1306.9930419921875
710,20248.716796875
711,1676.7244873046875
712,1876
713,4543
714,187
716,5109.6025390625
717,15966.0380859375
718,9180.6640625
719,36711.30859375
720,29217.26953125
721,26928.759765625
722,36287.1015625
723,61003.48046875
724,35790.34765625
725,39127.82421875
726,45442.0078125
727,36919.8046875
728,16679.48046875
729,17108.052734375
730,40971.6640625
731,36994.33203125
732,52805.28125
733,62982.80078125
734,15747.5380859375
735,4868.73193359375
736,4682.21533203125
737,4286.2412109375
738,4453.49951171875
739,4030.359130859375
740,2202.41650390625
741,194
745,414
746,21708
747,8130.90966796875
748,524.975341796875
749,3676.289794921875
750,539
751,252
752,8
755,120.07826232910156
756,1761
757,25297.068359375
758,24493.439453125
759,9332.498046875
760,15488.306640625
761,32635.15625
762,47270.12890625
763,74540.328125
764,26737.505859375
765,40356.703125
766,33490.01953125
767,20291.384765625
768,44926.22265625
769,19222.341796875
770,57569.875
771,50096.21484375
772,19960.755859375
773,13873.3212890625
774,23100.794921875
775,15810.90625
776,14139.3994140625
777,1217.4415283203125
778,637.003173828125
779,182
780,0
784,361
785,22775.115234375
786,8580
787,350
788,93
789,902
790,5556.0947265625
791,1042.9052734375
796,235
797,5260
798,1698
799,5632.0439453125
800,4036.816650390625
801,3918.5380859375
802,42681.8203125
803,9524.291015625
804,53835.9140625
805,27395.419921875
806,51802.62890625
807,21281.515625
808,29601.2109375
809,40161.93359375
810,40225.921875
811,15620.3125
812,4124.58642578125
813,26305.548828125
814,912.3055419921875
823,596
824,4855.990234375
825,8183.009765625
826,1070
827,0
828,22966.5390625
829,6584.16455078125
835,2792
836,3818.1044921875
837,3964.518310546875
838,5046
839,9815.75
841,92.60388946533203
842,558
843,7109.02587890625
844,22061.830078125
845,35746.21484375
846,25849.9140625
847,37306.55078125
848,44899.40625
849,73198.171875
850,33112.2109375
851,10404.1005859375
863,0
864,3521.02001953125
865,3885.97998046875
866,6824
867,12568.2958984375
868,1010
874,910
875,5237.376953125
876,2176
877,35916.1328125
878,129007.53125
879,52039.42578125
882,4938.41796875
883,23895.287109375
884,27779.4453125
885,21405.2109375
886,21727.423828125
887,81938.0234375
888,64749.0234375
889,1702
904,40
905,6016.81103515625
906,7075.18896484375
907,640
913,392
914,2395
915,2237
916,93908.6015625
917,144810.796875
918,143977.703125
919,3429.80517578125
920,686.19476318359375
921,33442.4453125
922,78328.078125
923,39075.8203125
924,42474.21484375
925,15825.8564453125
926,34714.453125
927,59663.2109375
928,85
943,0
944,240.6278839111328
945,30906.8359375
946,2812.536865234375
951,1676.6448974609375
952,22739.87109375
953,2217.767822265625
954,17524.5
955,57686.55859375
956,81767.421875
957,93881.390625
958,1580.1826171875
959,2114.8173828125
960,9579.09375
961,22398.2421875
962,33128
963,1272.3463134765625
964,2299.268310546875
982,4
983,304
984,2660
985,7
990,9142.7314453125
991,38887.86328125
992,38165.55859375
993,59537.94921875
994,63843.03515625
995,66757.1484375
996,88829.3046875
997,12500.251953125
999,4946
1000,15436.064453125
1001,39059.6796875
1002,47281.015625
1003,1650.24609375
1024,6
1025,0
1029,15251.2685546875
1030,14629.95703125
1031,46582.171875
1032,35452.5546875
1033,104987.875
1034,102503.9609375
1035,69334.4453125
1036,44002.8984375
1037,579
1038,0
1039,9396.9140625
1040,31180.11328125
1041,40762.28515625
1042,0
1064,13364
1068,13183
1069,11037.779296875
1070,37117.28125
1071,25384.994140625
1072,112625.46875
1073,176607.09375
1074,93441.984375
1075,33628.05078125
1076,5478.30224609375
1077,39957.4375
1078,17035.423828125
1079,10852.578125
1080,3585.979736328125
1081,630.16778564453125
1107,7762.169921875
1108,3850.748046875
1109,9009
1110,5039.00341796875
1111,77100.1875
1112,171853.953125
1113,80415.328125
1115,1833.9093017578125
1116,76417.3046875
1117,1286
1118,64499.83203125
1119,70147.4765625
1146,115.73786926269531
1147,9184.34375
1148,1525
1149,1340
1150,19771.91796875
1151,163010.03125
1152,88567.203125
1153,2029.231689453125
1154,38867.5234375
1155,116909.78125
1156,12380.6796875
1157,96158.6640625
1158,117575.859375
1159,10467.767578125
1186,608
1187,52342.52734375
1188,23410.833984375
1189,32768.59375
1190,135318.765625
1191,83647.7109375
1192,40079.23046875
1193,33824.609375
1194,81780.8515625
1195,61359.7265625
1196,145306.8125
1197,125415.8984375
1198,59753.32421875
1226,621.94537353515625
1227,13738.203125
1228,9643.134765625
1229,4889
1230,1265.51904296875
1231,74074.8125
1232,35139.49609375
1233,132233.25
1234,57097.42578125
1235,93738.015625
1236,103695.6953125
1237,63750.24609375
1266,1039.879638671875
1267,1029
1268,1899
1269,0
1270,18576.890625
1271,38808.6015625
1272,22976.744140625
1273,57130.19140625
1274,1290.54833984375
1275,43356.10546875
1306,18318.8125
1307,38
1308,386
1309,20823.66796875
1310,56129.1953125
1311,34366.34765625
1312,41646.10546875
1313,25080.9375
1314,12425.109375
1345,13759.634765625
1346,4021.51513671875
1347,1977.917724609375
1348,20921.443359375
1349,47992.5
1350,54684.0546875
1351,13451.9033203125
1352,93397.28125
1353,0
1384,9189.2587890625
1385,44242.6796875
1386,76
1387,4235.62353515625
1388,11352.3173828125
1389,63654.80078125
1390,41318.09765625
1391,14950.20703125
1423,7162.31298828125
1424,50706.42578125
1425,22245.6171875
1426,59
1427,6220.68896484375
1428,183402.359375
1429,15216.802734375
1430,660
1463,2664.606689453125
1464,8806.2978515625
1465,304
1466,361
1467,40235.01171875
1468,13149.81640625
1504,2205
1505,5278.896484375
1506,24518.34375
1507,10014
1543,0
1544,517.96929931640625
1545,4773.7900390625
1546,0
