gridid,dist_px_sum
21,32
22,35
30,2264
31,2264
32,353
42,5173
43,3096
44,23
45,106
46,0
59,333
60,2344
61,3056
67,3053.345947265625
68,17671.701171875
72,10149.86328125
73,511.13714599609375
79,6
80,908
81,5068
82,464
83,1784
84,11543
85,2396
86,173
98,1432
99,10772.4404296875
100,4369.56005859375
101,0
104,0
105,453
106,39324.93359375
107,48744.01953125
108,289
111,2264.505615234375
112,2871.494384765625
118,63737.5859375
119,13486.005859375
120,25173.724609375
121,12725
122,18992.3125
123,6045.68701171875
124,3987
125,30686.75
126,665.24993896484375
128,480
129,0
133,22859
134,5624.83984375
139,4
140,15141.5146484375
141,270.797119140625
143,0
144,1983
145,3363.357421875
146,19009.17578125
147,1086.8236083984375
148,0
157,42550.87890625
158,12107.08984375
159,9691.740234375
160,11456.6865234375
161,24816.162109375
162,570
163,3385
164,16439.099609375
165,16166.6240234375
167,4776
168,1924
172,3305.86572265625
173,20839.48828125
178,17200.775390625
179,7541.91357421875
180,72
181,11
182,2936
183,10145.142578125
184,11102.3505859375
185,2303.747314453125
187,1223
188,2115
196,56298.640625
197,96978.15625
198,14326.03125
199,9780.3525390625
200,10139.5712890625
201,746
202,8386.0302734375
203,36065.25
204,25812.740234375
205,1625.462890625
211,1259.8634033203125
212,6096.9423828125
214,0
215,1722.3958740234375
216,9799.3642578125
217,7849.390625
218,3310
219,593
220,2290.669189453125
221,6021.3310546875
222,9553.48046875
223,10274.087890625
224,8493.6865234375
225,99
226,133
235,34693.70703125
236,241483.734375
237,81703.1171875
238,9518.0048828125
239,11664.1923828125
240,17059.732421875
241,18127.091796875
242,6385.3681640625
243,4809.55322265625
244,11652.767578125
245,44280.9296875
246,5492.06396484375
250,4625.84521484375
251,9958
252,254.9652099609375
253,11786.5126953125
254,21316.427734375
255,10884.8564453125
256,1061
257,0
259,1807.8839111328125
260,17801.765625
261,27787.14453125
262,17554.3515625
263,15036.4638671875
264,3107.64453125
265,2796.98779296875
275,139306.59375
276,41933.1484375
277,17457.658203125
278,5275.21044921875
279,12110.6806640625
280,28522.25
281,10521.8916015625
282,7079.46435546875
283,12837.4326171875
284,19314.00390625
285,610
287,15592.4345703125
288,658.931396484375
289,1028.15478515625
290,5139
291,36433.41015625
292,30809.775390625
293,13923.005859375
294,24
296,3301
297,11948.9189453125
298,18112.013671875
299,19052.62109375
300,20927.8515625
301,31974.8046875
302,32704.69140625
303,36357.48046875
304,7862.48388671875
314,129375.765625
315,93415.609375
316,40696.42578125
317,20915.908203125
318,35262.48828125
319,54900.87109375
320,22477.4296875
321,8067.7734375
322,5815.091796875
323,22550.9140625
324,28133.37109375
325,17029.66796875
326,59700.5234375
327,26004.931640625
328,2801.513916015625
329,978.73681640625
330,19134.013671875
331,18007.76171875
332,573.34454345703125
334,3136
335,5503.5380859375
336,12572.5322265625
337,11924.921875
338,24148.4296875
339,19202.7890625
340,35518.50390625
341,39192.640625
342,22564.626953125
343,19995.388671875
344,8257.2265625
353,99313.0390625
354,159183.40625
355,93416.734375
356,33975.21484375
357,18701.763671875
358,525
359,108275.03125
360,348732.3125
361,13509.986328125
362,5744.548828125
363,27777.884765625
364,16252.4697265625
365,12204.591796875
366,23888.515625
367,13145.79296875
368,14407.81640625
369,6448.400390625
370,856.5582275390625
371,632.0870361328125
372,1326.9129638671875
373,3714.198486328125
374,6714.66259765625
375,9643.1123046875
376,6048.5390625
377,13566.8837890625
378,14441.8740234375
379,9503.1689453125
380,4835.2099609375
381,8862.220703125
382,8875.1484375
383,6982.46240234375
393,13720.1708984375
398,1404.5096435546875
399,83636.0859375
400,29276.6640625
401,44243.74609375
402,22372.595703125
403,15750.4716796875
404,13632.6591796875
405,7388.1533203125
406,9955.5185546875
407,8003.3447265625
408,11425.353515625
409,4627.259765625
410,6756.806640625
411,35720.56640625
412,20737.966796875
413,21176.111328125
414,21347.994140625
415,9123.2431640625
416,6498.47216796875
417,11517.880859375
418,2783.21240234375
419,2707
420,5983.57275390625
421,12858.37890625
422,2819.092529296875
438,3975
439,8995.8515625
440,23651.349609375
441,8810.3349609375
442,13709.2255859375
443,6929.96826171875
444,9446
445,7130.52880859375
446,13517.4189453125
447,38829.171875
448,44338.19140625
449,57470.1328125
450,39857.98046875
451,12304.7353515625
452,28623.115234375
453,16615.048828125
454,15424.2646484375
455,3032
456,12907.4609375
457,21064.826171875
458,22494.689453125
459,15395.814453125
460,3098.973388671875
461,6966.25732421875
462,191
476,1202
477,1637
478,12484.4208984375
479,14358.3173828125
480,9350.5517578125
481,17768.978515625
482,12813.8994140625
483,10149.849609375
484,7779.00927734375
485,13856.939453125
486,43687.20703125
487,24669.93359375
488,35497.671875
489,51770.9140625
490,32640.455078125
491,10407.1611328125
492,10573.71875
493,21162.298828125
494,2777
495,13343.9404296875
496,3335.215576171875
497,18748.13671875
498,59785.09375
499,4776.26025390625
500,954
501,881
503,0
504,1775
505,0
514,961.11016845703125
515,6003.3662109375
516,3255.058349609375
517,14299.5205078125
518,8561.376953125
519,7403.99658203125
520,10948.0078125
521,6771.61181640625
522,10306.671875
523,6900.74267578125
524,8762.4892578125
525,9130.0107421875
526,9597.7099609375
527,14388.3251953125
528,22106.005859375
529,19868.841796875
530,8728.5986328125
531,8443.3330078125
532,19684.814453125
533,15732.6337890625
