year,expansion,n,area_ha_t0,area_ha_t1,gridid
1986,0,17,0,143.37,100
1986,1,2,4.77,14.04,100
1987,0,183,0,538.02,100
1987,1,64,166.76999999999998,536.85,100
1988,0,41,0,168.66,100
1988,1,25,146.52,228.87,100
1989,0,7,0,25.38,100
1989,1,8,90.99,76.32,100
1990,0,17,0,43.02,100
1990,1,22,166.95,183.78,100
1991,0,5,0,25.29,100
1991,1,8,67.32,92.88,100
1992,0,2,0,7.65,100
1992,1,8,83.42999999999999,31.32,100
1993,0,23,0,57.15,100
1993,1,36,333.9,345.78,100
1994,0,37,0,73.35,100
1994,1,48,693.09,1526.49,100
1995,0,4,0,6.66,100
1995,1,22,379.53,227.25,100
1996,0,1,0,10.53,100
1996,1,1,14.31,6.84,100
1997,0,21,0,28.619999999999997,100
1997,1,112,1441.8,870.2099999999999,100
1998,0,37,0,37.53,100
1998,1,147,1756.44,848.3399999999999,100
1999,0,12,0,24.39,100
1999,1,19,105.39,111.06,100
2000,0,7,0,15.48,100
2000,1,28,785.9699999999999,150.21,100
2001,0,16,0,23.76,100
2001,1,33,450.81,134.37,100
2002,0,1,0,6.4799999999999995,100
2002,1,4,348.65999999999997,30.78,100
2003,0,4,0,22.68,100
2003,1,10,513.99,79.83,100
2004,1,3,29.43,2.79,100
2005,0,1,0,1.62,100
2005,1,7,446.04,59.49,100
2006,1,29,794.52,159.84,100
2007,0,7,0,23.22,100
2007,1,56,1151.82,1187.46,100
2008,0,12,0,14.58,100
2008,1,117,2111.67,1066.41,100
2009,1,4,450.63,73.17,100
2010,1,1,1.62,1.62,100
2011,1,6,120.33,63.36,100
2012,0,2,0,4.59,100
2012,1,42,1816.2,338.94,100
2013,0,20,0,41.4,100
2013,1,69,1327.5,732.15,100
2014,1,4,270.18,48.06,100
2015,1,10,1139.58,63.27,100
2016,0,1,0,1.35,100
2016,1,13,173.51999999999998,84.24,100
2017,0,2,0,4.859999999999999,100
2017,1,60,1252.8,834.84,100
2018,1,3,36.629999999999995,46.08,100
2019,1,7,142.38,37.26,100
2020,1,1,4.5,3.15,100
2021,0,6,0,5.67,100
2021,1,40,704.0699999999999,415.62,100
2022,0,4,0,4.14,100
2022,1,47,726.75,923.67,100
2023,0,11,0,10.8,100
2023,1,87,431.01,629.64,100
1986,0,72,0,474.75,1000
1986,1,9,17.82,73.17,1000
1987,0,2,0,38.97,1000
1987,1,2,3.33,58.86,1000
1988,0,78,0,248.49,1000
1988,1,41,131.31,843.39,1000
1989,0,34,0,104.94,1000
1989,1,22,79.83,282.96,1000
1990,0,1,0,0.63,1000
1990,1,2,18.63,37.349999999999994,1000
1992,0,77,0,111.69,1000
1992,1,200,1200.69,1008.09,1000
1993,0,3,0,2.52,1000
1993,1,2,45.36,25.56,1000
1994,1,3,47.879999999999995,40.14,1000
1997,0,5,0,4.41,1000
1997,1,18,515.52,176.04,1000
1998,0,6,0,23.94,1000
1998,1,5,9.18,41.489999999999995,1000
1999,0,4,0,39.24,1000
1999,1,8,252.99,122.67,1000
2000,1,1,48.239999999999995,12.78,1000
2001,1,1,75.78,20.34,1000
2002,0,1,0,4.5,1000
2003,0,17,0,36.36,1000
2003,1,10,51.39,124.2,1000
2004,0,66,0,146.34,1000
2004,1,69,752.85,1794.78,1000
2006,0,41,0,95.04,1000
2006,1,214,2454.75,1474.2,1000
2007,0,1,0,1.62,1000
2007,1,1,23.31,15.48,1000
2010,0,1,0,2.97,1000
2010,1,4,214.38,93.15,1000
2011,0,16,0,71.1,1000
2011,1,10,265.5,120.69,1000
2013,0,4,0,13.5,1000
2013,1,33,682.47,242.1,1000
2014,0,2,0,3.5999999999999996,1000
2014,1,5,104.67,55.53,1000
2015,1,2,450.36,52.559999999999995,1000
2016,0,4,0,17.64,1000
2016,1,11,243,185.94,1000
2017,1,7,71.91,96.12,1000
2018,0,29,0,97.38,1000
2018,1,202,2583.81,1687.14,1000
2019,0,7,0,34.74,1000
2019,1,16,312.03,178.2,1000
2020,1,4,39.24,57.78,1000
2021,0,2,0,6.4799999999999995,1000
2021,1,4,202.95,65.16,1000
2022,0,1,0,3.06,1000
2022,1,8,181.35,112.23,1000
2023,0,86,0,277.92,1000
2023,1,388,8360.369999999999,3957.03,1000
1986,0,111,0,1182.87,1001
1986,1,7,18,81.08999999999999,1001
1988,0,146,0,1095.21,1001
1988,1,62,288.9,899.28,1001
1989,0,376,0,1938.6,1001
1989,1,88,295.28999999999996,856.0799999999999,1001
1990,0,32,0,164.43,1001
1990,1,24,153.18,275.94,1001
1992,0,18,0,34.559999999999995,1001
1992,1,23,522,639.36,1001
1993,0,9,0,56.61,1001
1993,1,7,42.75,85.5,1001
1994,0,4,0,11.43,1001
1994,1,36,436.5,304.65,1001
1995,1,3,80.72999999999999,67.59,1001
1997,0,5,0,24.57,1001
1997,1,20,559.26,455.67,1001
1998,0,4,0,31.68,1001
1998,1,10,68.94,240.03,1001
1999,0,36,0,167.04,1001
1999,1,55,664.74,642.06,1001
2000,1,3,67.23,65.61,1001
2001,0,3,0,31.14,1001
2001,1,2,33.75,34.38,1001
2002,0,3,0,14.4,1001
2002,1,23,418.05,435.33,1001
2003,0,25,0,71.19,1001
2003,1,23,255.96,269.90999999999997,1001
2004,0,69,0,128.25,1001
2004,1,108,1516.86,1838.16,1001
2005,0,5,0,4.05,1001
2005,1,22,1065.33,416.79,1001
2006,0,80,0,138.32999999999998,1001
2006,1,369,5263.2,4485.87,1001
2007,0,1,0,0.8999999999999999,1001
2007,1,2,111.87,41.04,1001
2008,1,13,287.01,292.22999999999996,1001
2009,0,1,0,0.54,1001
2009,1,1,114.66,16.38,1001
2010,1,2,104.4,21.15,1001
2011,0,1,0,0.72,1001
2011,1,9,624.87,179.01,1001
2013,0,6,0,18.27,1001
2013,1,37,1551.78,642.3299999999999,1001
2014,1,2,70.38,65.88,1001
2015,0,1,0,0.72,1001
2015,1,4,445.95,64.35,1001
2016,0,2,0,3.24,1001
2016,1,12,212.49,108.9,1001
2017,0,13,0,33.03,1001
2017,1,131,4219.29,1256.22,1001
2018,0,14,0,23.31,1001
2018,1,107,2251.7999999999997,1585.53,1001
2019,0,10,0,28.35,1001
2019,1,28,713.0699999999999,366.39,1001
2020,1,2,59.22,41.76,1001
2021,0,9,0,14.85,1001
2021,1,152,3178.7999999999997,1980.27,1001
2022,0,12,0,20.97,1001
2022,1,90,642.3299999999999,931.59,1001
2023,0,111,0,262.89,1001
2023,1,837,31758.66,9763.65,1001
1986,0,34,0,395.82,1002
1986,1,2,10.53,18.99,1002
1987,0,2,0,16.74,1002
1987,1,1,9.18,14.85,1002
1988,0,295,0,1500.9299999999998,1002
1988,1,64,204.93,1006.38,1002
1989,0,753,0,2488.14,1002
1989,1,290,1316.52,5433.03,1002
1990,0,70,0,348.65999999999997,1002
1990,1,23,102.69,398.43,1002
1991,0,5,0,22.95,1002
1991,1,3,19.44,21.51,1002
1992,0,55,0,122.58,1002
1992,1,132,2168.37,2181.24,1002
1993,0,22,0,192.15,1002
1993,1,14,98.01,209.25,1002
1994,1,3,69.75,49.41,1002
1995,1,2,36.45,30.33,1002
1997,1,2,52.02,54.45,1002
1998,0,5,0,12.6,1002
1998,1,20,119.25,136.17,1002
1999,0,31,0,72.36,1002
1999,1,76,1205.1,920.7,1002
2000,0,91,0,235.8,1002
2000,1,200,3401.2799999999997,1598.76,1002
2001,0,12,0,45.54,1002
2001,1,30,683.37,375.66,1002
2002,0,1,0,0.36,1002
2002,1,8,761.5799999999999,232.29,1002
2003,0,4,0,5.9399999999999995,1002
2003,1,17,530.37,452.61,1002
2004,0,13,0,36.18,1002
2004,1,52,637.56,383.67,1002
2005,0,3,0,1.71,1002
2005,1,13,1173.06,243.81,1002
2006,0,23,0,75.15,1002
2006,1,68,2261.7,1370.25,1002
2007,1,2,48.239999999999995,53.370000000000005,1002
2008,1,2,196.29,45.27,1002
2009,1,2,28.26,46.44,1002
2011,1,14,2081.79,464.85,1002
2012,1,2,17.46,33.21,1002
2013,0,2,0,7.0200000000000005,1002
2013,1,7,315.36,118.53,1002
2014,1,1,5.04,6.3,1002
2015,1,14,531,231.48,1002
2016,0,60,0,149.4,1002
2016,1,197,4152.96,2040.12,1002
2017,0,19,0,45.629999999999995,1002
2017,1,88,2847.24,982.26,1002
2018,0,8,0,26.55,1002
2018,1,52,1499.6699999999998,1015.47,1002
2019,0,6,0,29.43,1002
2019,1,24,605.52,320.4,1002
2020,0,8,0,16.2,1002
2020,1,17,1206.54,218.16,1002
2021,0,41,0,84.33,1002
2021,1,318,9943.2,3144.42,1002
2022,0,2,0,2.97,1002
2022,1,15,349.11,142.65,1002
2023,0,82,0,143.01,1002
2023,1,440,16813.17,5065.47,1002
1986,0,14,0,148.23,1003
1987,1,1,1.08,15.3,1003
1988,0,74,0,190.44,1003
1988,1,12,43.83,212.58,1003
1989,0,81,0,418.23,1003
1989,1,44,211.77,449.28,1003
1990,0,4,0,21.78,1003
1990,1,1,3.87,64.25999999999999,1003
1991,0,6,0,15.66,1003
1991,1,10,111.87,324.18,1003
1992,0,30,0,69.3,1003
1992,1,48,493.74,853.8299999999999,1003
1994,0,3,0,35.1,1003
1994,1,1,38.879999999999995,18.72,1003
1995,1,3,14.31,25.38,1003
1999,0,51,0,130.04999999999998,1003
1999,1,99,1292.04,1045.8,1003
2000,0,27,0,67.77,1003
2000,1,69,922.86,585.63,1003
2001,0,7,0,34.739999999999995,1003
2001,1,20,626.22,260.19,1003
2002,0,2,0,2.16,1003
2002,1,7,149.76,102.78,1003
2003,0,2,0,7.83,1003
2003,1,7,345.69,275.03999999999996,1003
2005,0,5,0,7.56,1003
2005,1,11,533.25,180.99,1003
2006,1,8,529.38,60.66,1003
2008,1,2,10.62,8.37,1003
2011,1,3,568.98,46.8,1003
2015,1,13,1276.1999999999998,232.29,1003
2016,1,2,74.69999999999999,29.07,1003
2017,0,11,0,18,1003
2017,1,70,5648.759999999999,1088.37,1003
2018,1,2,172.35,39.15,1003
2019,1,1,71.91,23.22,1003
2020,0,8,0,16.2,1003
2020,1,17,2053.35,322.65,1003
2022,1,1,42.21,12.42,1003
2023,0,16,0,22.59,1003
2023,1,106,4416.21,1828.89,1003
1986,0,18,0,194.49,101
1986,1,10,34.92,54.809999999999995,101
1987,0,63,0,233.55,101
1987,1,17,73.25999999999999,177.21,101
1988,0,76,0,421.29,101
1988,1,39,291.78,412.47,101
1989,0,54,0,216.63,101
1989,1,27,326.34,713.34,101
1990,0,16,0,134.37,101
1990,1,20,389.07,290.78999999999996,101
1991,0,5,0,26.549999999999997,101
1991,1,6,182.16,68.67,101
1992,0,6,0,40.77,101
1992,1,5,26.64,50.04,101
1993,0,2,0,1.5299999999999998,101
1993,1,15,257.31,140.48999999999998,101
1994,0,51,0,207.99,101
1994,1,32,945,535.5,101
1995,0,5,0,11.88,101
1995,1,16,432.72,532.8,101
1996,0,3,0,14.759999999999998,101
1996,1,8,567.81,110.25,101
1997,0,11,0,26.82,101
1997,1,38,775.17,370.89,101
1998,0,286,0,450.9,101
1998,1,279,4369.41,4720.95,101
1999,0,28,0,70.2,101
1999,1,29,1129.5,407.52,101
2000,0,5,0,14.49,101
2000,1,24,4246.83,479.52,101
2001,0,3,0,14.94,101
2001,1,12,3952.53,659.16,101
2002,0,14,0,47.52,101
2002,1,18,1081.1699999999998,335.25,101
2003,1,15,177.29999999999998,132.48,101
2004,1,11,653.76,140.76,101
2005,1,6,548.91,66.33,101
2006,1,20,1392.12,153.81,101
2007,0,3,0,8.1,101
2007,1,30,5150.61,479.61,101
2008,0,9,0,7.11,101
2008,1,47,4147.5599999999995,416.88,101
2009,0,1,0,0.45,101
2009,1,11,509.76,161.91,101
2010,0,14,0,19.26,101
2010,1,21,885.42,545.5799999999999,101
2011,0,7,0,9.45,101
2011,1,32,5462.28,493.65,101
2012,0,1,0,0.63,101
2012,1,10,5366.61,275.21999999999997,101
2013,0,20,0,43.739999999999995,101
2013,1,67,7341.03,744.48,101
2014,0,1,0,0.63,101
2014,1,3,162.18,22.77,101
2015,1,6,407.16,39.059999999999995,101
2017,0,3,0,18.27,101
2017,1,22,2729.25,296.82,101
2019,1,6,886.3199999999999,52.47,101
2020,0,2,0,7.56,101
2020,1,7,795.6899999999999,73.8,101
2021,0,3,0,13.05,101
2021,1,34,1257.12,409.68,101
2022,0,12,0,17.009999999999998,101
2022,1,70,3820.77,2805.12,101
2023,0,4,0,6.66,101
2023,1,13,1689.57,163.98,101
1986,0,7,0,26.01,1029
1987,0,142,0,791.01,1029
1987,1,13,18,200.43,1029
1988,0,67,0,331.38,1029
1988,1,2,2.25,9.09,1029
1989,0,23,0,71.73,1029
1989,1,12,43.92,117.09,1029
1990,0,3,0,3.15,1029
1990,1,4,8.46,28.71,1029
1992,0,6,0,9,1029
1992,1,6,31.68,107.01,1029
1993,0,2,0,2.7899999999999996,1029
1993,1,5,141.39,118.79999999999998,1029
1995,1,1,0.36,5.76,1029
1996,0,12,0,23.67,1029
1996,1,7,8.73,33.75,1029
1997,0,195,0,694.62,1029
1997,1,118,609.93,1440.81,1029
1998,0,1,0,0.45,1029
1998,1,2,6.03,16.560000000000002,1029
2000,0,3,0,3.15,1029
2000,1,3,7.379999999999999,54.45,1029
2001,0,42,0,55.44,1029
2001,1,77,973.98,1917.45,1029
2002,0,53,0,69.12,1029
2002,1,69,296.28,707.67,1029
2003,0,133,0,257.58,1029
2003,1,101,349.10999999999996,556.92,1029
2006,0,13,0,24.3,1029
2006,1,43,318.78,428.85,1029
2007,0,19,0,35.82,1029
2007,1,15,29.07,116.37,1029
2008,0,1,0,0.72,1029
2008,1,6,35.91,36.27,1029
2010,0,3,0,5.9399999999999995,1029
2010,1,7,63.45,60.48,1029
2011,0,14,0,41.489999999999995,1029
2011,1,27,331.11,370.71,1029
2013,0,17,0,34.83,1029
2013,1,46,228.42,296.72999999999996,1029
2014,0,36,0,76.5,1029
2014,1,80,806.13,678.87,1029
2016,0,14,0,38.52,1029
2016,1,47,362.25,444.87,1029
2017,0,25,0,34.47,1029
2017,1,58,399.06,501.75,1029
2018,0,40,0,58.77,1029
2018,1,207,2288.43,1306.62,1029
2019,0,1,0,3.78,1029
2019,1,4,41.489999999999995,80.1,1029
2020,0,42,0,64.08,1029
2020,1,99,1952.37,1257.21,1029
2021,0,4,0,6.659999999999999,1029
2021,1,3,26.549999999999997,33.3,1029
2022,0,23,0,40.05,1029
2022,1,217,4947.21,2329.47,1029
2023,0,97,0,123.66,1029
2023,1,396,5221.44,5520.51,1029
1986,0,216,0,1557.27,1030
1987,0,30,0,166.04999999999998,1030
1987,1,4,5.22,81.44999999999999,1030
1988,0,1,0,10.08,1030
1988,1,1,1.89,4.68,1030
1989,0,8,0,52.74,1030
1989,1,1,50.85,34.74,1030
1990,0,17,0,28.35,1030
1990,1,7,16.29,65.61,1030
1991,0,3,0,6.21,1030
1991,1,1,0.8999999999999999,55.26,1030
1992,0,10,0,48.87,1030
1992,1,10,85.32,49.41,1030
1993,1,2,129.06,87.3,1030
1995,0,31,0,138.15,1030
1995,1,23,97.02,437.67,1030
1996,0,3,0,13.409999999999998,1030
1996,1,5,16.38,37.98,1030
1998,0,19,0,166.04999999999998,1030
1998,1,6,18.36,102.87,1030
1999,1,1,3.78,3.69,1030
2000,0,2,0,13.32,1030
2002,0,33,0,229.59,1030
2002,1,31,84.42,878.31,1030
2003,0,5,0,11.43,1030
2003,1,2,1.89,8.64,1030
2005,0,4,0,9.9,1030
2005,1,1,1.98,9.99,1030
2010,1,1,4.32,3.69,1030
2011,0,49,0,279.9,1030
2011,1,91,1605.6,2495.88,1030
2013,0,3,0,1.44,1030
2013,1,12,279.27,221.58,1030
2014,1,2,5.04,31.68,1030
2015,0,2,0,4.859999999999999,1030
2015,1,15,768.78,372.69,1030
2016,0,6,0,16.2,1030
2016,1,8,145.35,159.39,1030
2017,0,2,0,0.9,1030
2017,1,3,10.08,21.78,1030
2018,0,3,0,3.78,1030
2018,1,12,53.19,78.66,1030
2019,0,1,0,3.78,1030
2019,1,9,54.72,58.59,1030
2020,0,8,0,28.26,1030
2020,1,4,14.67,73.97999999999999,1030
2021,0,7,0,40.95,1030
2021,1,9,53.55,92.16,1030
2022,0,1,0,0.54,1030
2022,1,1,0.36,17.55,1030
1986,0,1229,0,7067.339999999999,1031
1986,1,31,72.53999999999999,554.31,1031
1988,0,2,0,47.07,1031
1988,1,3,6.21,30.6,1031
1989,0,26,0,153.99,1031
1989,1,24,114.57,147.15,1031
1991,0,10,0,38.79,1031
1991,1,10,27.72,181.44,1031
1992,0,37,0,115.11,1031
1992,1,45,403.2,323.37,1031
1993,0,3,0,12.42,1031
1993,1,8,87.3,74.52,1031
1994,0,1,0,0.72,1031
1994,1,3,105.21,77.67,1031
1995,0,11,0,53.63999999999999,1031
1995,1,12,64.35,131.4,1031
1996,1,1,13.05,3.06,1031
1997,0,1,0,7.29,1031
1997,1,1,7.02,2.79,1031
1998,0,21,0,198,1031
1998,1,11,524.52,208.53,1031
1999,0,2,0,10.26,1031
1999,1,1,21.24,6.4799999999999995,1031
2000,1,2,182.61,33.39,1031
2001,0,16,0,17.099999999999998,1031
2001,1,22,697.05,496.89,1031
2002,0,20,0,204.93,1031
2002,1,19,88.56,356.84999999999997,1031
2003,0,6,0,15.12,1031
2003,1,5,12.87,32.04,1031
2005,1,5,16.92,59.58,1031
2006,1,5,82.25999999999999,89.46,1031
2007,1,1,2.07,2.61,1031
2008,0,2,0,11.16,1031
2008,1,6,147.78,44.91,1031
2010,0,3,0,1.35,1031
2010,1,13,692.91,676.98,1031
2011,0,19,0,93.69,1031
2011,1,40,1856.7,1467.45,1031
2012,1,1,55.44,16.47,1031
2013,0,3,0,9.18,1031
2013,1,40,1528.74,306.63,1031
2014,0,1,0,0.36,1031
2014,1,1,20.7,20.25,1031
2015,0,1,0,0.54,1031
2015,1,3,56.34,67.59,1031
2016,0,16,0,124.65,1031
2016,1,22,974.25,173.42999999999998,1031
2017,1,2,65.34,16.56,1031
2018,1,5,23.04,61.11,1031
2019,0,1,0,0.36,1031
2019,1,3,91.62,33.48,1031
2020,0,1,0,20.25,1031
2020,1,5,140.76,65.25,1031
2021,0,18,0,45.27,1031
2021,1,61,552.87,500.67,1031
2022,0,1,0,4.68,1031
2022,1,7,124.38,93.6,1031
2023,0,9,0,32.67,1031
2023,1,27,338.66999999999996,444.51,1031
1986,0,331,0,2517.21,1032
1986,1,18,68.31,283.85999999999996,1032
1987,0,196,0,1125.27,1032
1987,1,33,206.37,375.39,1032
1988,0,67,0,288.53999999999996,1032
1988,1,16,76.22999999999999,146.34,1032
1989,0,148,0,642.6,1032
1989,1,92,599.4,1139.49,1032
1991,0,2,0,47.25,1032
1991,1,1,1.08,14.49,1032
1992,0,33,0,114.66,1032
1992,1,35,404.55,179.54999999999998,1032
1993,0,9,0,83.88,1032
1993,1,7,35.91,50.94,1032
1994,1,4,265.22999999999996,52.559999999999995,1032
1995,0,39,0,162.09,1032
1995,1,57,862.8299999999999,285.48,1032
1998,0,8,0,38.16,1032
1998,1,14,185.58,94.68,1032
1999,1,1,16.29,2.61,1032
2000,0,1,0,1.44,1032
2000,1,4,431.28,28.53,1032
2001,0,6,0,4.2299999999999995,1032
2001,1,4,54.36,21.42,1032
2003,1,3,39.6,22.14,1032
2005,0,1,0,2.16,1032
2005,1,9,138.6,113.94,1032
2006,0,1,0,1.26,1032
2006,1,3,79.74,53.19,1032
2007,1,5,55.8,27.81,1032
2008,0,1,0,2.4299999999999997,1032
2008,1,1,99,13.23,1032
2010,1,10,255.33,109.53,1032
2011,1,4,117.45,28.44,1032
2012,1,2,21.869999999999997,23.67,1032
2013,0,2,0,8.73,1032
2013,1,32,1975.95,317.7,1032
2014,0,1,0,0.36,1032
2014,1,13,238.5,90.81,1032
2015,1,2,59.22,9.09,1032
2016,0,10,0,28.53,1032
2016,1,85,3272.58,676.35,1032
2017,0,3,0,9.63,1032
2017,1,23,735.03,178.47,1032
2018,0,1,0,0.45,1032
2018,1,5,577.35,75.50999999999999,1032
2019,0,1,0,0.09,1032
2019,1,3,296.19,58.14,1032
2020,1,3,306.99,22.409999999999997,1032
2021,0,6,0,28.35,1032
2021,1,34,1313.82,366.21,1032
2022,1,3,16.65,13.77,1032
2023,0,5,0,5.76,1032
2023,1,34,2386.71,726.75,1032
1986,0,149,0,1510.83,1033
1986,1,8,62.73,181.26,1033
1987,0,87,0,513.81,1033
1987,1,20,149.13,228.69,1033
1988,0,55,0,220.23,1033
1988,1,28,255.06,239.22,1033
1989,0,166,0,1242.1799999999998,1033
1989,1,103,984.87,1899.9,1033
1991,1,1,9.18,44.64,1033
1992,0,1,0,0.45,1033
1992,1,7,154.98,86.13,1033
1993,0,2,0,4.77,1033
1993,1,9,161.01,196.47,1033
1994,0,1,0,2.25,1033
1994,1,4,268.2,36.27,1033
1995,0,31,0,177.48,1033
1995,1,60,965.07,468,1033
1996,0,1,0,0.36,1033
1996,1,1,8.73,24.93,1033
1997,1,2,194.4,38.7,1033
1998,0,15,0,69.48,1033
1998,1,37,504.99,297.18,1033
1999,0,6,0,20.79,1033
1999,1,12,319.77,194.58,1033
2000,0,1,0,10.17,1033
2000,1,20,479.52,320.31,1033
2001,0,1,0,0.54,1033
2001,1,5,134.54999999999998,82.71000000000001,1033
2002,1,3,219.24,37.8,1033
2003,0,1,0,3.06,1033
2003,1,16,396,279.09,1033
2005,0,9,0,52.02,1033
2005,1,61,2152.44,893.25,1033
2007,0,1,0,6.39,1033
2007,1,8,619.47,74.52,1033
2008,0,1,0,0.54,1033
2008,1,2,131.22,89.55,1033
2010,0,2,0,5.22,1033
2010,1,16,1166.58,58.41,1033
2011,0,1,0,0.45,1033
2011,1,10,508.77,192.42,1033
2013,0,1,0,0.45,1033
2013,1,9,1779.75,201.6,1033
2014,0,3,0,15.3,1033
2014,1,35,5178.69,272.25,1033
2015,1,6,974.34,147.78,1033
2016,0,7,0,22.049999999999997,1033
2016,1,92,4905.72,751.05,1033
2018,0,1,0,0.36,1033
2018,1,12,1864.98,254.97,1033
2019,1,7,688.5,130.23,1033
2020,0,3,0,18.27,1033
2020,1,22,1876.77,233.73,1033
2021,0,7,0,26.19,1033
2021,1,85,4228.11,903.33,1033
2022,0,4,0,20.16,1033
2022,1,21,1875.51,229.5,1033
2023,0,26,0,61.65,1033
2023,1,149,14902.11,3351.42,1033
1986,0,175,0,1700.64,1034
1986,1,18,248.85,576,1034
1987,0,3,0,49.77,1034
1987,1,1,1.98,45.36,1034
1988,0,193,0,1781.91,1034
1988,1,60,304.28999999999996,1110.69,1034
1989,0,122,0,1517.22,1034
1989,1,78,502.92,1813.95,1034
1991,0,5,0,39.239999999999995,1034
1991,1,4,103.23,151.65,1034
1992,0,24,0,174.87,1034
1992,1,24,629.46,441,1034
1993,0,10,0,46.35,1034
1993,1,19,425.07,265.14,1034
1994,0,1,0,21.42,1034
1994,1,1,48.6,13.68,1034
1995,0,16,0,163.62,1034
1995,1,47,1777.6799999999998,750.06,1034
1996,0,2,0,10.08,1034
1996,1,4,78.47999999999999,61.65,1034
1997,1,3,228.15,69.21,1034
1998,0,11,0,62.37,1034
1998,1,23,641.16,336.96,1034
1999,0,6,0,24.75,1034
1999,1,11,206.1,231.3,1034
2000,0,1,0,10.17,1034
2000,1,14,491.58,300.15,1034
2001,0,17,0,88.92,1034
2001,1,30,959.22,603.09,1034
2002,0,11,0,63.809999999999995,1034
2002,1,70,1963.17,833.2199999999999,1034
2003,0,7,0,88.02,1034
2003,1,36,1488.51,555.39,1034
2005,0,4,0,35.46,1034
2005,1,29,2763.18,657.27,1034
2006,1,3,821.79,82.8,1034
2007,0,2,0,3.42,1034
2007,1,13,977.67,563.4,1034
2008,0,1,0,0.54,1034
2008,1,3,224.01,107.01,1034
2010,0,8,0,28.44,1034
2010,1,55,6538.86,677.52,1034
2011,1,1,5.3999999999999995,18.81,1034
2013,0,2,0,5.76,1034
2013,1,3,1422.27,134.91,1034
2014,0,3,0,23.22,1034
2014,1,13,6187.23,106.02,1034
2015,0,2,0,7.199999999999999,1034
2015,1,2,111.96,34.83,1034
2016,1,2,1043.37,81.9,1034
2018,1,16,3434.22,357.47999999999996,1034
2019,0,1,0,0.54,1034
2019,1,5,349.92,117.63,1034
2020,1,6,1261.44,177.20999999999998,1034
2021,0,2,0,5.3999999999999995,1034
2021,1,46,3480.2999999999997,650.52,1034
2022,0,3,0,10.98,1034
2022,1,27,3353.58,498.96,1034
2023,0,14,0,20.79,1034
2023,1,124,13640.67,3265.83,1034
1986,0,21,0,82.98,1035
1986,1,8,81.45,133.74,1035
1987,0,112,0,1119.06,1035
1987,1,25,209.43,488.7,1035
1988,0,60,0,523.17,1035
1988,1,21,157.32,390.42,1035
1989,0,38,0,268.2,1035
1989,1,30,356.49,498.33,1035
1991,0,2,0,13.86,1035
1991,1,8,177.11999999999998,349.83,1035
1992,0,4,0,26.91,1035
1992,1,8,154.70999999999998,129.78,1035
1993,0,4,0,20.52,1035
1993,1,14,406.08,226.08,1035
1994,0,4,0,15.839999999999998,1035
1994,1,3,9.9,35.55,1035
1995,0,15,0,123.21,1035
1995,1,40,887.5799999999999,429.48,1035
1996,0,2,0,18.09,1035
1996,1,1,47.43,32.04,1035
1997,1,3,25.65,48.14999999999999,1035
1998,0,1,0,9.09,1035
1998,1,8,180.9,142.92,1035
2000,1,1,16.38,16.02,1035
2001,0,10,0,21.6,1035
2001,1,149,3328.1099999999997,1149.75,1035
2002,0,4,0,26.91,1035
2002,1,20,536.2199999999999,293.84999999999997,1035
2003,1,2,545.22,81.72,1035
2005,0,3,0,18.27,1035
2005,1,8,525.78,109.89,1035
2006,1,2,733.86,46.62,1035
2007,0,1,0,2.97,1035
2007,1,6,463.86,113.22,1035
2008,1,5,436.77,82.97999999999999,1035
2010,0,2,0,8.19,1035
2010,1,29,2179.71,321.65999999999997,1035
2011,1,1,147.87,6.84,1035
2014,0,9,0,11.61,1035
2014,1,21,1255.23,352.16999999999996,1035
2015,0,14,0,15.57,1035
2015,1,41,3615.84,1435.86,1035
2016,1,1,10.8,17.82,1035
2017,0,1,0,0.54,1035
2017,1,11,1522.98,246.05999999999997,1035
2018,0,17,0,26.28,1035
2018,1,40,5187.15,1682.01,1035
2019,1,4,4371.21,124.2,1035
2020,1,10,849.6899999999999,259.83,1035
2021,0,12,0,41.67,1035
2021,1,36,7437.96,501.03,1035
2022,1,5,273.06,115.29,1035
2023,0,4,0,5.58,1035
2023,1,83,11548.98,1519.65,1035
1986,0,4,0,75.96,1036
1986,1,1,2.61,23.58,1036
1987,0,15,0,185.4,1036
1987,1,2,6.659999999999999,44.19,1036
1988,0,12,0,39.06,1036
1988,1,1,0.8999999999999999,5.13,1036
1989,0,99,0,631.4399999999999,1036
1989,1,55,311.58,749.3399999999999,1036
1990,0,101,0,260.82,1036
1990,1,150,977.13,824.76,1036
1991,0,2,0,12.15,1036
1991,1,3,44.55,42.48,1036
1992,0,2,0,14.489999999999998,1036
1992,1,7,107.28,147.51,1036
1993,0,2,0,3.0599999999999996,1036
1993,1,12,184.5,364.68,1036
1994,0,5,0,45.629999999999995,1036
1994,1,1,6.75,30.6,1036
1995,0,1,0,6.75,1036
1996,0,2,0,20.34,1036
1996,1,1,12.51,4.41,1036
1997,0,3,0,8.1,1036
1997,1,37,505.17,307.08,1036
1999,0,41,0,106.02,1036
1999,1,151,2179.98,1055.43,1036
2000,0,1,0,6.4799999999999995,1036
2000,1,5,107.01,100.8,1036
2001,1,4,36.09,53.82,1036
2003,1,2,141.84,94.23,1036
2004,1,1,22.59,21.06,1036
2005,1,3,506.79,112.95,1036
2007,0,5,0,34.379999999999995,1036
2007,1,34,1003.86,466.83,1036
2008,0,1,0,1.26,1036
