gridid,asap0_id,name0,name0_shr,asap_cntry,an_crop,an_range,km2_tot,km2_crop,km2_rang2,g1_units,isocode,geometry
279,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(3185923, 2199491)"
280,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(3285923, 2199491)"
281,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(3385923, 2199491)"
282,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(3485923, 2199491)"
283,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(3585923, 2199491)"
314,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(2785923, 2299491)"
315,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(2885923, 2299491)"
316,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(2985923, 2299491)"
317,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(3085923, 2299491)"
318,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(3185923, 2299491)"
319,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(3285923, 2299491)"
320,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(3385923, 2299491)"
353,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(2785923, 2399491)"
354,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(2885923, 2399491)"
355,69,Spain,Spain,f,t,t,505810,229434,139836,17,ES,"c(2985923, 2399491)"
839,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4585923, 3599491)"
878,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4585923, 3699491)"
879,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 3699491)"
916,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4485923, 3799491)"
917,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4585923, 3799491)"
918,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 3799491)"
955,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4485923, 3899491)"
956,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4585923, 3899491)"
957,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 3899491)"
994,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4485923, 3999491)"
995,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4585923, 3999491)"
996,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 3999491)"
1033,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4485923, 4099491)"
1034,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4585923, 4099491)"
1035,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 4099491)"
1036,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4785923, 4099491)"
1072,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4485923, 4199491)"
1073,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4585923, 4199491)"
1074,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 4199491)"
1111,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4485923, 4299491)"
1112,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4585923, 4299491)"
1113,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 4299491)"
1150,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4485923, 4399491)"
1151,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4585923, 4399491)"
1152,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 4399491)"
1189,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4485923, 4499491)"
1190,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4585923, 4499491)"
1191,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 4499491)"
1229,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4585923, 4599491)"
1230,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 4599491)"
1231,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4785923, 4599491)"
1268,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4585923, 4699491)"
1269,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 4699491)"
1270,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4785923, 4699491)"
1307,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4585923, 4799491)"
1308,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 4799491)"
1309,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4785923, 4799491)"
1310,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4885923, 4799491)"
1347,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 4899491)"
1348,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4785923, 4899491)"
1349,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4885923, 4899491)"
1386,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4685923, 4999491)"
1387,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4785923, 4999491)"
1388,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4885923, 4999491)"
1426,125,Sweden,Sweden,f,t,t,446711,36235,16239,21,SE,"c(4785923, 5099491)"
118,162,Portugal,Portugal,f,t,t,91283,41260,7544,1,PT,"c(2685923, 1799491)"
119,162,Portugal,Portugal,f,t,t,91283,41260,7544,1,PT,"c(2785923, 1799491)"
158,162,Portugal,Portugal,f,t,t,91283,41260,7544,1,PT,"c(2785923, 1899491)"
196,162,Portugal,Portugal,f,t,t,91283,41260,7544,1,PT,"c(2685923, 1999491)"
197,162,Portugal,Portugal,f,t,t,91283,41260,7544,1,PT,"c(2785923, 1999491)"
236,162,Portugal,Portugal,f,t,t,91283,41260,7544,1,PT,"c(2785923, 2099491)"
237,162,Portugal,Portugal,f,t,t,91283,41260,7544,1,PT,"c(2885923, 2099491)"
275,162,Portugal,Portugal,f,t,t,91283,41260,7544,1,PT,"c(2785923, 2199491)"
276,162,Portugal,Portugal,f,t,t,91283,41260,7544,1,PT,"c(2885923, 2199491)"
745,167,Ireland,Ireland,f,t,t,69361,8686,54169,1,IE,"c(2985923, 3399491)"
746,167,Ireland,Ireland,f,t,t,69361,8686,54169,1,IE,"c(3085923, 3399491)"
747,167,Ireland,Ireland,f,t,t,69361,8686,54169,1,IE,"c(3185923, 3399491)"
785,167,Ireland,Ireland,f,t,t,69361,8686,54169,1,IE,"c(3085923, 3499491)"
786,167,Ireland,Ireland,f,t,t,69361,8686,54169,1,IE,"c(3185923, 3499491)"
824,167,Ireland,Ireland,f,t,t,69361,8686,54169,1,IE,"c(3085923, 3599491)"
864,167,Ireland,Ireland,f,t,t,69361,8686,54169,1,IE,"c(3185923, 3699491)"
